#Name   JD    P[%]   sP[%]    PA[deg]  sPA[deg]   q        sq       u        su
Mark_26         2460829.37994   0.30   0.03    1.31    2.38  0.00304  0.00025  0.00014  0.00019
Mark_76         2460830.37262   0.74   0.09  -24.84    3.44  0.00476  0.00067 -0.00561  0.00100
Mark_81         2460830.38705   0.24   0.07  -20.46    8.57  0.00185  0.00078 -0.00160  0.00055
