#Name   JD    PD[%] sPD EPVA[deg] sEVPA q sq u su
Mark_26          2460829.35684    0.506  0.056   5.440   3.190   0.00497   0.00056   0.00096   0.00048
Mark_76          2460830.36228    1.323  0.100 -22.370   2.170   0.00939   0.00102  -0.00931   0.00099
Mark_81          2460830.38151    0.370  0.095 -18.930   7.730   0.00292   0.00096  -0.00227   0.00094
