#Name   JD    PD[%] sPD EPVA[deg] sEVPA q sq u su
Mark_26          2460829.35684    0.600  0.057   5.290   2.740   0.00590   0.00057   0.00110   0.00048
Mark_76          2460830.36228    1.380  0.101 -20.800   2.090   0.01032   0.00103  -0.00916   0.00099
Mark_81          2460830.38151    0.440  0.096 -14.430   6.480   0.00385   0.00097  -0.00212   0.00094
