#GID   RA    DEC     l     b     RP
3948683156870000000  188.01213  19.13333  272.80028  80.84916  12.43
3948699477750000000  187.66389  19.21987  270.73863  80.76433  12.50
3948700680340000000  187.80084  19.27633  271.26479  80.87773  12.19
3948711744180000000  188.01103  19.28810  272.32739  80.98474  12.20
3948712190850000000  188.01393  19.31386  272.26363  81.00864  11.63
3948715901710000000  188.27228  19.36075  273.50759  81.16511  12.37
3948731947700000000  187.94498  19.55120  271.14692  81.18383  11.15
3948732360020000000  187.89236  19.55277  270.86192  81.16043  12.07
3948732978500000000  187.92671  19.60209  270.88331  81.21932  11.27
3948735452400000000  188.08414  19.62580  271.65390  81.31346  10.57
3948736551910000000  188.22676  19.65832  272.33029  81.40715  11.66
3948740778150000000  188.09251  19.71283  271.41452  81.39310  11.32
3948741912030000000  188.06032  19.75694  271.09196  81.41634  10.85
3948744656510000000  187.45279  19.28512  269.46662  80.71855  11.39
3948744970040000000  187.53548  19.29536  269.84889  80.76769  12.25
3948747237786475264  187.35291  19.31534  268.87136  80.69489  9.57
3948747237790000000  187.35291  19.31534  268.87136  80.69489  9.57
3948747547020000000  187.33986  19.34536  268.70832  80.71384  12.22
3948749466870000000  187.44542  19.40818  269.02835  80.81979  11.62
3948758954460000000  187.49902  19.55612  268.80579  80.97211  12.48
3948761703240000000  187.18109  19.44372  267.59791  80.71614  10.86
3948767024700000000  187.25862  19.54864  267.62268  80.84394  10.95
3948794551150000000  187.92451  19.91723  269.80363  81.48948  11.26
3948794722940000000  187.91183  19.91121  269.75580  81.47816  12.31
3948801350080000000  187.48627  19.84326  267.74377  81.20779  11.69
3948805374460000000  187.72159  19.89165  268.80334  81.36768  10.91
3948805374464063744  187.72159  19.89165  268.80334  81.36768  10.91
3948806027300000000  187.85074  19.91053  269.42771  81.44769  11.96
3948812727450000000  186.30351  18.86564  265.44924  79.77318  12.13
3948816197780000000  186.38657  19.02344  265.30065  79.94750  11.39
3948819839910000000  186.39285  19.08448  265.12658  80.00082  11.81
3948823928720000000  186.58591  19.14032  265.80846  80.15110  9.32
3948827227260000000  186.36423  19.17329  264.70178  80.05747  10.80
3948833789970000000  186.21124  19.17947  264.00635  79.97756  11.20
3948839699840000000  186.36226  19.23808  264.47307  80.10894  11.40
3948841039870000000  186.41383  19.24042  264.69539  80.13931  11.47
3948845128680000000  186.26462  19.35940  263.62076  80.15217  12.31
3948845678440000000  186.34731  19.36179  263.97979  80.20053  11.99
3948852825260000000  186.65602  19.32761  265.49808  80.34266  12.28
3948856982790000000  186.89996  19.36065  266.52537  80.50031  9.44
3948858013580000000  186.79362  19.41015  265.85493  80.48455  12.49
3948858357180000000  186.83429  19.42025  266.01143  80.51465  11.36
3948863476780000000  186.86761  19.52604  265.80221  80.61955  11.95
3948875193450000000  186.62331  19.53539  264.62378  80.49415  11.43
3948876258600000000  186.78363  19.56681  265.26134  80.60754  11.09
3948876774000000000  186.81506  19.60384  265.27862  80.65487  12.10
3948877942230000000  186.75484  19.65197  264.82196  80.66116  12.49
3948878595070000000  186.62244  19.59303  264.41445  80.54034  11.48
3948880862810000000  186.69951  19.67638  264.47378  80.65044  11.85
3948880931530000000  186.67525  19.67191  264.37637  80.63338  10.60
3948883130550000000  185.96503  19.18786  262.91465  79.84498  10.93
3948885844970000000  186.08139  19.30678  263.00270  80.00614  9.02
3948889315300000000  185.89706  19.37161  261.98417  79.95101  8.57
3948894228750000000  186.23506  19.44072  263.20389  80.20046  12.27
3948915939810000000  185.99428  19.65997  261.35722  80.23370  11.70
3948925908430000000  186.29590  19.70425  262.52142  80.44453  10.08
3948928725920000000  186.48155  19.73065  263.26531  80.57179  9.05
3948930306470000000  186.55142  19.79080  263.36455  80.65943  11.43
3948930409550000000  186.53406  19.78784  263.29530  80.64721  12.32
3948935322990000000  186.48557  19.90333  262.63827  80.71120  11.19
3948948448410000000  186.41812  19.98689  262.00903  80.73794  12.29
3948949444850000000  186.27950  19.93334  261.58569  80.61489  12.28
3948949788440000000  186.29753  19.95964  261.56588  80.64602  9.68
3948953671090000000  187.01936  19.53769  266.48878  80.71003  10.86
3948958374080000000  187.00627  19.63952  266.06823  80.78716  12.26
3948963287530000000  187.16962  19.70812  266.62489  80.93050  11.63
3948963910300000000  187.18407  19.73859  266.58808  80.96335  11.35
3948983907660000000  187.09932  20.00725  265.18242  81.13864  11.66
3948984560500000000  186.99651  19.93155  264.95898  81.02088  10.81
3949001156250000000  187.67706  20.13486  267.68335  81.54998  10.95
3949004557870000000  187.61618  20.19712  267.12465  81.57045  11.93
3949012563690000000  187.21248  20.11445  265.34339  81.28759  11.54
3949016652500000000  187.40446  20.23767  265.85495  81.49202  12.48
3949020535150000000  187.22102  20.25545  264.84162  81.40694  11.17
3949031324100000000  186.63449  20.00609  262.93927  80.87805  12.23
3949032835930000000  186.84792  20.00711  263.95189  80.99965  10.21
3949038019960000000  186.76323  20.10548  263.16622  81.03046  12.23
3949044002850000000  186.62675  20.09719  262.55026  80.94570  11.24
3949048057300000000  186.49092  20.13802  261.75517  80.89880  12.31
3949050015800000000  186.66219  20.12769  262.59835  80.99020  12.38
3949060010190000000  187.02547  20.18132  264.14884  81.23887  11.45
3949063038140000000  187.13849  20.32647  264.14236  81.41863  12.10
3949074269480000000  187.23260  20.45403  264.10855  81.57364  11.46
3949086643280000000  186.98280  20.51086  262.61108  81.47724  12.43
3949088292550000000  187.16666  20.58911  263.21364  81.64440  11.01
3949090457210000000  186.96449  20.60097  262.14273  81.53749  10.99
3949096023490000000  188.44984  19.61331  273.71740  81.46644  12.28
3949099253310000000  188.37427  19.64068  273.20715  81.45759  10.42
3949101486690000000  188.48581  19.72327  273.57623  81.57961  12.41
3949102173880000000  188.43874  19.71509  273.33474  81.55175  12.50
3949105747300000000  188.72455  19.78621  274.75801  81.73791  9.69
3949111760250000000  188.28891  19.68423  272.59170  81.45794  10.45
3949117841920000000  188.15443  19.81584  271.41268  81.51145  12.41
3949121587140000000  188.42473  19.87153  272.74918  81.68351  11.87
3949122854150000000  188.48360  19.90755  272.96877  81.74148  11.60
3949134918710000000  188.64053  19.95055  273.74200  81.84843  12.19
3949135777710000000  188.77603  19.96401  274.50118  81.91853  12.41
3949141584500000000  188.99318  20.11324  275.34008  82.14294  10.15
3949147597460000000  188.63246  20.02600  273.44655  81.91175  11.04
3949150037000000000  188.66951  20.08458  273.47140  81.97980  11.09
3949158180260000000  188.86885  20.24585  274.13725  82.20923  12.25
3949160722880000000  188.71802  20.24956  273.20333  82.14690  9.98
3949168144580000000  188.17780  19.95552  271.06867  81.64356  12.40
3949173504700000000  188.25940  19.99869  271.37994  81.71918  12.21
3949199721180000000  188.46078  20.15240  272.00787  81.94599  9.62
3949204973930000000  188.30093  20.23812  270.77457  81.94601  11.52
3949206764930000000  188.50542  20.34022  271.60647  82.13022  11.60
3949210441420000000  188.61853  20.40947  272.03627  82.24258  12.46
3949222948360000000  188.10175  20.43745  268.88847  82.01967  12.24
3949229919090000000  188.52820  20.62324  270.69230  82.38595  12.03
3949234390160000000  188.41978  20.69660  269.75032  82.39674  12.26
3949235352230000000  189.20621  20.16649  276.50280  82.27712  10.14
3949247893530000000  189.23633  20.35874  276.07944  82.46313  12.11
3949257926580000000  188.86671  20.42716  273.49995  82.36913  11.87
3949258373250000000  188.86412  20.44652  273.41557  82.38510  10.77
3949272632550000000  189.62894  20.56100  278.03594  82.79971  12.50
3949275514470000000  189.38390  20.58291  276.30573  82.72488  11.99
3949284898970000000  189.59045  20.78259  277.03952  82.98735  10.18
3949287166720000000  189.64494  20.85673  277.16800  83.07593  11.20
3949293866860000000  189.19812  20.79125  274.33350  82.83526  12.30
3949301666530000000  189.43138  20.92142  275.44550  83.04925  10.88
3949315513500000000  188.96674  20.68209  273.21727  82.63820  10.95
3949319121270000000  188.88446  20.74661  272.44814  82.65818  12.26
3949321457730000000  189.00282  20.83741  272.87065  82.79094  11.61
3949328329680000000  188.49220  20.73573  270.03583  82.46533  12.38
3949332555930000000  188.75943  20.80497  271.42738  82.65174  12.04
3949354717960000000  189.19751  21.05757  273.32329  83.07099  12.40
3949368152620000000  189.10039  21.16461  272.23497  83.12152  12.48
3949368186980000000  189.08269  21.15749  272.14376  83.10725  12.40
3949372962980000000  189.03865  21.26645  271.39375  83.18172  10.84
3949375505600000000  187.73962  20.13241  268.02824  81.57992  12.46
3949378288740000000  187.89476  20.25675  268.41071  81.76320  11.53
3949378838500000000  187.80061  20.26004  267.88133  81.71816  12.42
3949383202180000000  187.69147  20.33372  267.00611  81.72327  11.38
3949386500720000000  187.99985  20.37715  268.54099  81.91769  12.19
3949398354830000000  187.52225  20.43520  265.69918  81.71718  10.19
3949399523060000000  187.46555  20.48420  265.20134  81.72647  11.93
3949401996960000000  187.74936  20.46005  266.82745  81.85836  11.33
3949412614120000000  188.07037  20.54945  268.27429  82.09846  11.12
3949419417350000000  188.27321  20.60194  269.24733  82.24423  10.53
3949421925610000000  188.30922  20.70406  269.05782  82.34873  11.87
3949424360850000000  188.22710  20.73028  268.46568  82.32984  11.34
3949428896340000000  187.98886  20.66665  267.33999  82.15483  12.47
3949428900640000000  187.98833  20.66632  267.33827  82.15428  12.03
3949432542770000000  188.00117  20.81871  266.78412  82.28747  12.10
3949433161240000000  187.88229  20.72047  266.51458  82.14369  12.50
3949441648100000000  187.97873  20.84739  266.53437  82.29935  11.98
3949469376410000000  187.07027  20.76756  261.96208  81.72947  11.26
3949472674940000000  187.38037  20.80671  263.40194  81.93867  10.55
3949474839610000000  187.45111  20.87989  263.46130  82.03694  11.65
3949479993570000000  187.36266  20.96420  262.61643  82.05319  11.50
3949485422410000000  187.63763  20.83488  264.66940  82.10502  10.88
3949485903440000000  187.69337  20.87279  264.81392  82.16634  10.99
3949486728080000000  187.59035  20.89305  264.15852  82.12565  10.89
3949493462580000000  187.95639  21.07721  265.41119  82.47575  12.35
3949501743280000000  187.70242  21.07855  263.95786  82.33690  11.25
3949508615230000000  187.72200  21.13402  263.81686  82.39221  12.36
3949515006140000000  187.78214  21.33431  263.22914  82.58548  12.07
3949515899490000000  187.72269  21.34824  262.82456  82.56255  10.02
3949522496560000000  188.33632  20.93719  268.26885  82.55910  11.52
3949526928970000000  188.58560  21.01821  269.47014  82.75188  10.51
3949528058550000000  188.72374  21.07949  270.09385  82.87141  11.90
3949531601890000000  188.60132  21.07665  269.32436  82.80928  12.44
3949539745150000000  188.12941  21.10091  266.32262  82.58795  9.55
3949543833960000000  188.39600  21.14088  267.76400  82.76018  10.47
3949545311430000000  188.58231  21.20137  268.66934  82.90539  12.13
3949546617100000000  188.54521  21.27206  268.12255  82.94612  12.18
3949550946430000000  188.47517  21.33961  267.37512  82.96659  12.25
3949552733130000000  188.73482  21.14777  269.87863  82.93513  12.05
3949563212850000000  189.06265  21.38833  271.03795  83.29833  12.01
3949578434220000000  188.86595  21.45693  269.39513  83.26245  11.09
3949579980410000000  188.86989  21.48827  269.28004  83.29098  10.55
3949581183000000000  188.86682  21.53828  269.03094  83.33181  12.06
3949601107350000000  188.12033  21.38384  264.98020  82.81388  12.30
3949609117460000000  187.85176  21.36691  263.47502  82.65083  11.95
3949615744600000000  188.22232  21.52775  264.91586  82.98609  11.76
3949616951480000000  188.18604  21.59061  264.38696  83.01671  12.21
3949617982280000000  188.06802  21.52798  263.97606  82.90081  11.67
3949637773490000000  188.67839  21.77135  266.64927  83.43000  10.47
3949644370560000000  188.23808  21.69961  264.16786  83.13300  8.66
3949845306310000000  184.08826  18.21571  258.90654  77.97018  11.91
3949845821700000000  184.10811  18.26225  258.82949  78.01776  12.49
3949848811000000000  184.07619  18.26715  258.70359  78.00168  12.26
3949861627180000000  183.97295  18.33256  258.14174  77.98657  12.19
3949867124740000000  183.84642  18.44882  257.33923  77.99347  12.37
3949933645190000000  183.63054  18.73206  255.68737  78.06192  10.83
3949937974520000000  183.54295  18.79899  255.17429  78.05270  12.11
3949938043240000000  183.53401  18.81593  255.08795  78.05896  11.83
3950222885470000000  184.34332  18.37268  259.30611  78.24678  11.95
3950223847540000000  184.34335  18.40874  259.19141  78.27427  12.21
3950225428090000000  184.08626  18.35714  258.45385  78.07592  12.26
3950233880590000000  184.34431  18.52130  258.83305  78.36032  12.32
3950235083180000000  184.30116  18.57663  258.49996  78.37532  10.49
3950240099700000000  184.11607  18.50106  258.09563  78.20277  12.06
3950240168420000000  184.18044  18.49607  258.33630  78.23933  11.25
3950244532100000000  184.03711  18.58892  257.53598  78.21859  11.63
3950247040370000000  184.23959  18.59977  258.20674  78.35425  8.77
3950247761920000000  184.19275  18.61977  257.97646  78.33984  10.34
3950249754790000000  184.29045  18.69192  258.08311  78.45523  12.15
3950273600440000000  184.44484  18.78353  258.33011  78.62064  11.45
3950280094430000000  184.40289  18.91083  257.74964  78.68951  11.83
3950280575470000000  184.32776  18.91549  257.46491  78.64543  9.73
3950281400100000000  184.56752  18.84387  258.57270  78.74254  10.18
3950282808850000000  184.51111  18.91912  258.11242  78.76381  12.06
3950283216880000000  184.60164  18.96259  258.29468  78.85309  12.35
3950285141020000000  184.62227  19.01068  258.20553  78.90204  12.06
3950288031530000000  184.58350  19.01308  258.05490  78.87952  9.20
3950297514820000000  183.93982  18.75903  256.63858  78.28213  11.83
3950308441220000000  183.73212  18.74533  255.98144  78.13776  12.20
3950309953050000000  183.69484  18.82937  255.57463  78.17433  10.94
3950314209360000000  183.58548  18.88641  255.01879  78.14343  11.95
3950330087850000000  184.12007  18.95944  256.58245  78.54506  11.95
3950331427880000000  184.13316  19.01390  256.44076  78.59334  12.39
3950335344890000000  184.34114  19.05303  257.04000  78.75563  11.74
3950362725310000000  184.92867  18.98709  259.43224  79.07405  11.90
3950363107560000000  184.98515  18.95910  259.74297  79.08718  11.51
3950364035280000000  185.00104  18.99238  259.69029  79.12231  11.57
3950385681910000000  184.76216  19.24106  257.91990  79.16203  11.41
3950389942520000000  185.07365  19.32446  258.80930  79.41911  12.47
3950394443640000000  184.93945  19.39343  258.04480  79.38713  9.30
3950401212510000000  185.22784  19.33500  259.37445  79.52214  12.31
3950403995650000000  185.27475  19.39474  259.34564  79.59630  12.09
3950416021560000000  185.18042  19.45058  258.77117  79.58035  12.40
3950422824790000000  185.33888  19.54846  259.04153  79.75223  11.38
3950426123320000000  185.38736  19.65358  258.84653  79.86152  10.14
3950431483440000000  184.61546  19.20315  257.50949  79.04118  12.43
3950441924510000000  184.83052  19.39644  257.62020  79.32069  11.99
3950441928800000000  184.83522  19.39776  257.63316  79.32465  10.64
3950442993950000000  184.87918  19.49644  257.44002  79.42558  12.49
3950444952460000000  184.67949  19.45318  256.84852  79.26634  12.19
3950446189410000000  184.65352  19.52530  256.48763  79.30238  11.94
3950456531690000000  184.34970  19.55028  255.28978  79.12253  10.93
3950456909650000000  184.40889  19.57923  255.39491  79.18217  12.33
3950466221140000000  184.93048  19.50224  257.61416  79.46238  11.94
3950470309950000000  184.97452  19.66796  257.16756  79.61274  10.39
3950470413030000000  185.02217  19.69488  257.24994  79.66293  10.02
3950473883360000000  184.85979  19.69025  256.64570  79.55560  11.69
3950480102470000000  185.07115  19.79962  257.04215  79.77119  10.71
3950481854820000000  185.06535  19.83050  256.90123  79.79012  10.99
3950487077500000000  184.77457  19.76422  256.04385  79.55427  10.41
3950497900820000000  184.88791  19.96376  255.70194  79.77202  11.82
3950506078430000000  183.40709  18.95905  254.18831  78.07652  11.30
3950538307870000000  183.89810  19.26599  254.74586  78.62130  11.83
3950539407380000000  184.03264  19.30538  255.06658  78.73841  11.17
3950543251370000000  183.90147  19.35266  254.44699  78.68506  12.41
3950548100390000000  184.15984  19.44570  255.00191  78.92262  12.43
3950652038600000000  184.34711  19.69882  254.72583  79.22670  12.04
3950652519640000000  184.40723  19.72668  254.83614  79.28634  11.34
3950679492030000000  184.64342  19.88708  255.08346  79.55661  12.33
3951916678840000000  185.56506  19.70427  259.38066  80.00936  11.65
3951923623800000000  185.71295  19.82449  259.54047  80.19120  12.33
3951927334650000000  185.49515  19.73257  258.98737  79.98774  10.53
3951928468520000000  185.53732  19.71351  259.23190  79.99933  12.29
3951930117790000000  185.54079  19.79519  258.93705  80.06317  12.35
3951933244530000000  185.42729  19.83043  258.33892  80.01909  9.13
3951958979970000000  186.04520  20.13836  259.74245  80.63265  11.53
3951960216920000000  186.19638  20.19529  260.18497  80.76781  12.44
3951960938480000000  186.16281  20.20656  259.98973  80.75611  12.25
3951962519020000000  185.83914  20.05245  259.19062  80.44135  12.29
3951962789610000000  185.77544  20.03692  258.98062  80.39036  11.95
3951967363750000000  185.67889  20.11471  258.26508  80.38865  10.83
3951968738140000000  185.86821  20.17248  258.83728  80.54975  10.08
3951968772500000000  185.88255  20.18080  258.86552  80.56488  11.93
3951969081730000000  185.83354  20.20852  258.54339  80.55524  11.48
3951973479780000000  186.09341  20.28146  259.37815  80.77072  10.31
3951976915750000000  185.96028  20.28696  258.77144  80.69276  10.71
3951981107640000000  185.26663  19.91669  257.36012  79.98187  12.47
3951981446940000000  185.37488  19.89981  257.85953  80.03788  12.37
3951981451240000000  185.37344  19.90779  257.82282  80.04290  10.10
3951983615900000000  185.22156  19.90406  257.23013  79.94389  10.22
3951993163610000000  185.38022  20.11335  257.04076  80.19876  11.65
3951994095620000000  185.37148  20.13864  256.90414  80.21168  12.34
3951999387020000000  185.22630  20.08262  256.54715  80.07756  11.13
3952003647630000000  185.09541  20.15860  255.72809  80.04758  10.52
3952042645930000000  185.60234  20.56111  256.10083  80.66725  10.87
3952047421940000000  185.63399  20.61794  255.98877  80.72872  10.32
3952068926840000000  186.12958  20.37057  259.17291  80.86025  11.43
3952073226100000000  186.09602  20.45693  258.66419  80.90439  11.71
3952079582650000000  186.35776  20.60701  259.21035  81.17893  11.92
3952081609880000000  186.17758  20.58328  258.49298  81.04958  11.25
3952090749570000000  186.58846  20.61755  260.24314  81.32750  11.05
3952098824110000000  186.79523  20.75751  260.63479  81.55904  11.72
3952102809840000000  186.54053  20.63849  259.92667  81.31447  10.93
3952113530070000000  186.73671  20.86337  259.88270  81.60461  10.33
3952115419860000000  186.59538  20.84352  259.29057  81.50326  12.39
3952117962479972608  186.65694  20.95221  259.09760  81.62291  10.16
3952117962480000000  186.65694  20.95221  259.09760  81.62291  10.16
3952119302510000000  186.67152  21.00857  258.91132  81.67420  12.16
3952119504370000000  186.65903  21.01425  258.82503  81.67072  10.41
3952128270400000000  186.00064  20.71048  257.15698  81.03201  11.66
3952128540980000000  185.98085  20.72870  256.99041  81.03268  11.72
3952156067430000000  186.29079  20.79029  258.10519  81.27435  12.37
3952159808350000000  186.25540  20.88088  257.53997  81.31891  12.29
3952162492700000000  186.35069  20.98270  257.51523  81.45409  10.96
3952169983120000000  186.44914  21.09842  257.43895  81.60143  10.74
3952170704680000000  186.46835  21.09823  257.52991  81.61347  11.83
3952183795740000000  186.43698  21.19492  256.92881  81.66411  12.44
3952482106990000000  187.21814  20.99601  261.71264  81.99410  10.73
3952483447020000000  187.31465  21.04951  261.97765  82.09225  10.96
3952485955280000000  187.08315  21.03828  260.82303  81.94693  11.24
3952486470670000000  187.11768  21.06919  260.85899  81.99130  10.81
3952490593840000000  186.78461  20.96910  259.64149  81.71395  8.79
3952506261880000000  187.02443  21.31379  259.23096  82.12079  11.48
3952514405140000000  187.44086  21.32879  261.35273  82.38332  11.89
3952515882610000000  187.53683  21.24767  262.26176  82.37638  11.74
3952517871180000000  187.64133  21.32208  262.49044  82.49517  11.97
3952533268640000000  187.36690  21.40331  260.59309  82.39663  12.12
3952553231650000000  186.97090  21.34875  258.78975  82.11392  9.62
3952557870210000000  186.83688  21.43970  257.67200  82.09735  11.69
3952579276330000000  187.04539  21.51586  258.34660  82.28456  11.32
3952613567350000000  187.69513  21.45323  262.16323  82.62901  12.30
3952618996180000000  187.73679  21.56231  261.86373  82.73831  12.31
3952626933280000000  187.75792  21.69560  261.31285  82.85399  9.17
3952635312770000000  187.51118  21.71102  259.83908  82.71781  12.25
3952643425960000000  187.62286  21.82166  259.88708  82.86934  11.62
3952645311450000000  187.64688  21.94232  259.37923  82.97489  11.52
3952655280070000000  188.04881  21.91834  261.87300  83.19740  12.14
3952673422010000000  187.92178  22.12346  259.98727  83.27896  8.79
3952673422010412032  187.92178  22.12346  259.98727  83.27896  8.79
3952674727680000000  188.14775  22.12069  261.38180  83.41206  11.69
3952682767860000000  187.39149  21.71554  259.15871  82.64798  12.26
3954171815840000000  191.48672  19.74513  292.97031  82.51045  12.28
3954173258950000000  191.54379  19.82033  293.28574  82.59332  12.21
3954179512420000000  190.99931  19.70843  289.59608  82.38678  12.27
3954184249770000000  191.00716  19.81921  289.46623  82.49649  11.70
3954187758760000000  191.25285  19.86747  291.13177  82.59154  11.19
3954189369370000000  191.32678  19.91517  291.59274  82.65157  12.39
3954196172600000000  191.59833  19.85936  293.63277  82.63985  11.93
3954197310770000000  191.60573  19.87952  293.66247  82.66085  10.70
3954204315860000000  191.59630  20.07878  293.34783  82.85631  12.05
3954204972990000000  191.77885  20.02359  294.77398  82.82677  11.60
3954208615120000000  191.86343  20.14374  295.28393  82.95625  11.27
3954213769080000000  191.42332  20.01524  292.15264  82.76646  10.76
3954225142150000000  191.69687  20.26606  293.87398  83.05587  11.98
3954226924570000000  191.50099  20.24115  292.41278  83.00165  12.10
3954230433550000000  191.62267  20.36645  293.17211  83.14425  8.52
3954234792950000000  190.98730  19.97474  289.05649  82.64390  11.09
3954244521050000000  190.97260  20.09274  288.73730  82.75557  11.92
3954250151750000000  190.71889  20.04255  287.01622  82.64827  12.04
3954251118120000000  190.80347  20.08618  287.53143  82.71077  10.98
3954270909330000000  191.15973  20.24319  289.84234  82.94151  10.42
3954271733960000000  191.13774  20.26335  289.64273  82.95673  11.99
3954279774140000000  191.38860  20.39585  291.32055  83.13457  11.07
3954294892420000000  191.30893  20.53182  290.47598  83.25307  12.31
3954295506600000000  191.34618  20.58013  290.68387  83.30746  12.01
3954299290470000000  191.22609  20.60993  289.68670  83.31301  12.36
3954303791600000000  192.01266  20.23111  296.34221  83.05948  12.18
3954305853180000000  191.89113  20.23809  295.39863  83.05311  12.21
3954307811680000000  191.94872  20.27622  295.80516  83.09750  11.30
3954324544880000000  191.66850  20.44164  293.42887  83.22532  12.45
3954330557830000000  192.09439  20.58326  296.67127  83.41778  12.28
3954331313750000000  192.00255  20.59265  295.91677  83.41766  10.92
3954335329540000000  191.92052  20.63469  295.20550  83.45002  12.09
3954336742580000000  192.27464  20.46785  298.21773  83.31818  12.16
3954337940880000000  192.26636  20.52723  298.11048  83.37675  11.76
3954349043370000000  192.56941  20.75614  300.48937  83.62238  12.41
3954355193760000000  192.09000  20.65771  296.56710  83.49139  9.77
3954363165220000000  192.27802  20.78865  298.02007  83.63821  12.23
3954364470890000000  192.31638  20.84194  298.30583  83.69417  12.46
3954366669920000000  192.40340  20.92901  298.99283  83.78680  12.25
3954372266260000000  191.66212  20.48947  293.31449  83.27160  11.69
3954381444600000000  191.82419  20.68937  294.35519  83.49204  10.82
3954388247830000000  191.77617  20.82241  293.78575  83.61706  12.50
3954392950820000000  191.45311  20.76370  291.22249  83.50717  10.87
3954398830630000000  191.62962  20.82612  292.56617  83.59863  12.32
3954399036790000000  191.64368  20.85167  292.64330  83.62604  11.86
3954402094810000000  191.66994  20.93466  292.73507  83.71199  10.41
3954403400480000000  191.54272  20.92272  291.68942  83.67918  11.39
3954409585229559168  192.06844  20.87922  296.17111  83.70939  9.71
3954409585230000000  192.06844  20.87922  296.17111  83.70939  9.71
3954418656200000000  192.23660  21.06347  297.44598  83.90866  12.46
3954429960550000000  191.63901  21.04795  292.29335  83.81860  10.85
3954432468820000000  191.73601  21.15586  292.95691  83.94039  11.66
3954437657140000000  191.87053  21.17018  294.11286  83.97407  11.69
3954438889790000000  191.85310  21.23108  293.87262  84.03189  11.59
3954445491160000000  190.60446  20.27534  285.69863  82.84334  12.18
3954446899910000000  190.49837  20.24017  285.01699  82.78114  12.28
3954447376650000000  190.49023  20.28698  284.84923  82.82366  11.80
3954448858410000000  190.53494  20.30323  285.13276  82.85146  10.24
3954459922250000000  190.35193  20.31442  283.79407  82.81052  12.12
3954460300200000000  190.42630  20.33594  284.27287  82.85244  12.50
3954467580170000000  190.28864  20.50409  282.85130  82.97140  11.57
3954469336820000000  190.59346  20.52485  285.03448  83.07944  11.44
3954469985350000000  190.54396  20.51814  284.68377  83.05936  11.41
3954471501480000000  190.67531  20.59784  285.47144  83.17145  12.29
3954483767910000000  190.91454  20.60687  287.27292  83.24083  10.98
3954484042780000000  190.88782  20.63050  287.01545  83.25718  10.47
3954495037900000000  190.71310  20.61775  285.70985  83.20056  9.36
3954497030760000000  190.80690  20.68714  286.26332  83.29157  12.11
3954499740890000000  190.66141  20.72418  285.05643  83.28865  9.51
3954501360090000000  190.72559  20.76403  285.45115  83.34414  11.94
3954508232040000000  190.80537  20.86677  285.82068  83.46379  12.41
3954509297190000000  190.74332  20.88957  285.27513  83.46915  12.39
3954513209910000000  190.21013  20.50788  282.27479  82.95066  11.47
3954537055560000000  190.07092  20.78955  280.44963  83.16903  12.22
3954541728490000000  190.31311  20.89309  281.94263  83.34575  12.04
3954545615430000000  190.17804  20.94225  280.77400  83.34760  12.13
3954550288360000000  190.69078  20.87979  284.88819  83.44546  10.73
3954551559670000000  190.64996  20.93870  284.41356  83.49029  11.79
3954555575460000000  190.48114  20.98398  282.96861  83.48376  11.65
3954557813140000000  190.67151  20.98985  284.44639  83.54513  9.90
3954569151860000000  190.46996  21.11068  282.51018  83.59997  9.91
3954572725270000000  190.40758  21.16169  281.86284  83.62832  11.66
3954581864960000000  190.48723  21.29361  282.08839  83.77765  9.82
3954593272390000000  191.44408  21.01478  290.70084  83.75163  10.87
3954595540130000000  191.52313  21.09605  291.22152  83.84590  11.55
3954598735590000000  191.47507  21.13102  290.74610  83.87132  12.39
3954606500890000000  191.01433  21.10024  286.93681  83.74149  11.92
3954608184520000000  191.04074  21.14195  287.05514  83.78820  10.55
3954615743660000000  191.24258  21.23716  288.53681  83.92732  10.73
3954620004270000000  191.58987  21.19988  291.61060  83.95968  8.51
3954620313510000000  191.70586  21.18889  292.64109  83.96822  12.31
3954621236920000000  191.62976  21.19611  291.96465  83.96283  11.76
3954623642100000000  191.44943  21.20731  290.37875  83.94111  11.72
3954624741620000000  191.57855  21.25093  291.41967  84.00782  11.71
3954628113170000000  191.69392  21.30020  292.35105  84.07593  12.50
3954632610000000000  191.65619  21.40716  291.82540  84.17483  11.85
3954640104710000000  191.36032  21.35381  289.29927  84.06618  11.44
3954640757550000000  191.35446  21.38218  289.18553  84.09258  12.23
3954647762640000000  191.66293  21.54276  291.63576  84.30924  11.39
3954650962390000000  191.61064  21.57351  291.09392  84.33008  9.82
3954658448520000000  190.86533  21.24154  285.34185  83.83900  11.83
3954660617480000000  190.94539  21.30759  285.83641  83.92356  11.68
3954664324040000000  191.13980  21.33901  287.41522  84.00241  11.39
3954665462200000000  191.10181  21.38170  286.98109  84.03448  12.12
3954677075790000000  190.61284  21.42949  282.69289  83.94490  11.84
3954688723740000000  191.24451  21.43708  288.09041  84.12177  11.25
3954690029410000000  191.27217  21.48709  288.21566  84.17655  12.39
3954696656550000000  191.27873  21.65902  287.85177  84.34469  11.24
3954697481180000000  191.44073  21.60202  289.47054  84.32484  12.06
3954698791150000000  191.43262  21.65038  289.28570  84.37028  11.30
3954701539930000000  191.33484  21.65008  288.38724  84.34879  12.25
3954703017400000000  191.28252  21.72278  287.72371  84.40730  11.20
3954703601510000000  191.34560  21.77153  288.18483  84.46905  10.21
3954711023210000000  191.05409  21.70998  285.67342  84.33813  12.17
3954711053280000000  191.00832  21.68972  285.32036  84.30652  11.79
