#Filename  optimal_apeture
20_BD+33.2642_00_g_15.00_2025_06_04-01_10_44.fits   14.5
20_BD+33.2642_01_g_15.00_2025_06_04-01_11_09.fits   14.0
20_BD+33.2642_02_g_15.00_2025_06_04-01_11_35.fits   15.0
20_BD+33.2642_03_g_15.00_2025_06_04-01_12_00.fits   14.5
20_BD+33.2642_04_g_15.00_2025_06_04-01_12_25.fits   14.0
20_BD+33.2642_05_g_15.00_2025_06_04-01_12_50.fits   14.5
20_BD+33.2642_06_g_15.00_2025_06_04-01_13_15.fits   14.0
20_BD+33.2642_07_g_15.00_2025_06_04-01_13_40.fits   14.5
