#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_26         2460829.37666   0.00035   0.00067   39.86   61.44  0.00006  0.00068  0.00034  0.00067  1036.86  1081.67  1037.39   980.56  1085.87  1026.33   984.74  1025.93
Mark_26         2460829.37738   0.00227   0.00068   62.92    9.07 -0.00133  0.00068  0.00184  0.00067  1037.04  1081.85  1037.56   980.74  1085.96  1026.51   984.82  1026.09
Mark_26         2460829.37812   0.00186   0.00068   77.61   11.64 -0.00169  0.00069  0.00078  0.00068  1036.77  1082.20  1037.30   981.10  1085.79  1026.88   984.66  1026.48
Mark_26         2460829.37885   0.00068   0.00068   69.88   61.44 -0.00052  0.00069  0.00044  0.00068  1036.80  1081.79  1037.34   980.69  1085.83  1026.48   984.69  1026.07
Mark_26         2460829.37958   0.00183   0.00069   80.11   11.94 -0.00172  0.00069  0.00062  0.00068  1037.21  1082.04  1037.74   980.94  1086.20  1026.72   985.06  1026.30
Mark_26         2460829.38031   0.00096   0.00068   67.81   61.44 -0.00069  0.00069  0.00067  0.00068  1037.24  1081.57  1037.77   980.45  1086.19  1026.25   985.06  1025.84
Mark_26         2460829.38104   0.00055   0.00067  -48.40   61.44 -0.00006  0.00069 -0.00054  0.00067  1036.77  1081.52  1037.30   980.41  1085.82  1026.15   984.67  1025.74
Mark_26         2460829.38177   0.00041   0.00068   74.02   61.44 -0.00035  0.00068  0.00022  0.00067  1036.44  1081.54  1036.97   980.43  1085.53  1026.16   984.39  1025.75
Mark_26         2460829.38250   0.00055   0.00068   10.42   61.44  0.00051  0.00069  0.00019  0.00067  1036.28  1081.38  1036.82   980.27  1085.35  1026.00   984.20  1025.60
Mark_26         2460829.38323   0.00204   0.00069   84.53   10.50 -0.00200  0.00069  0.00039  0.00068  1037.03  1081.71  1037.56   980.59  1086.10  1026.36   984.96  1025.95
