starID,EDR3_source_id,RA,Dec,Gmag,Nobs,RefID,EDR3_source_id_alt,RA_alt,Dec_alt,Gmag_alt
615,6051293020927690368,249.72871669606474,-22.48454380901369,20.797987,1.0,3.0,6051293020927690368,nan,nan,nan
616,6051303599430678912,249.73824253489485,-22.36762189453437,14.244775,1.0,3.0,6051303599430678912,nan,nan,nan
617,6051298621565214080,249.79627930321527,-22.483632171023764,18.098682,2.0,3.0,6051298621565214080,nan,nan,nan
618,6051301262973432192,249.8597575166,-22.371222174849454,18.024845,1.0,3.0,6051301262973432192,nan,nan,nan
619,6051325319082291072,249.93090489822583,-22.299953876897227,10.226902,1.0,3.0,6051325319082291072,nan,nan,nan
620,6048293896809223936,249.98420976211978,-22.51307771693511,18.449669,1.0,3.0,6048293896809223936,nan,nan,nan
621,6048317605029327488,250.14426548930578,-22.428340067966285,18.745108,1.0,3.0,6048317605029327488,nan,nan,nan
622,6048307881223543552,250.30905314228542,-22.357584545179076,11.91269,2.0,3.0,6048307881223543552,nan,nan,nan
623,6048305918419180672,250.32325410458392,-22.468975614824203,12.675347,1.0,3.0,6048305918419180672,nan,nan,nan
624,6048327809871700864,250.4054627608396,-22.237687370761062,11.485662,1.0,3.0,6048327809871700864,nan,nan,nan
625,4126794351135291392,250.48837636120874,-22.07432204815118,12.732911,1.0,3.0,4126794351135291392,nan,nan,nan
626,6048311214118035840,250.52927092487715,-22.378759434882603,10.286148,1.0,3.0,6048311214118035840,nan,nan,nan
627,4126794866531339264,250.5633553404864,-22.085960750091388,13.809244,1.0,3.0,4126794866531339264,nan,nan,nan
628,4126807712770034176,250.5606509120412,-21.83550039934521,10.899854,1.0,3.0,4126807712770034176,nan,nan,nan
629,6048311897010254848,250.6040780724541,-22.320525371404432,12.410856,1.0,3.0,6048311897010254848,nan,nan,nan
630,4126776273609437824,250.65701812561832,-22.261622479709967,12.183832,1.0,3.0,4126776273609437824,nan,nan,nan
631,4126777514863384576,250.74027058712548,-22.22684901641749,9.900402,1.0,3.0,4126777514863384576,nan,nan,nan
632,4126790159247172352,250.7397926397328,-21.98947549837755,12.429904,1.0,3.0,4126790159247172352,nan,nan,nan
633,4126832181208349440,250.74826670615974,-21.77324357016141,10.207448,2.0,3.0,4126832181208349440,nan,nan,nan
634,4126790743364031104,250.810384692141,-21.988660395371088,13.650355,1.0,3.0,4126790743364031104,nan,nan,nan
635,4126835269280203264,250.858247623126,-21.621408771150627,11.669633,1.0,3.0,4126835269280203264,nan,nan,nan
636,4126816066490426624,250.86250006104353,-21.856800462827277,12.916622,1.0,3.0,4126816066490426624,nan,nan,nan
637,4126784455530536064,250.89117195884575,-22.117334509974345,10.864017,1.0,3.0,4126784455530536064,nan,nan,nan
638,4126841939373588096,250.97273645901626,-21.526221182881685,10.762157,1.0,3.0,4126841939373588096,nan,nan,nan
639,4126738310400321024,251.07440667232493,-22.11346313092714,10.081937,1.0,3.0,4126738310400321024,nan,nan,nan
640,4126765454594481408,251.10661928471177,-21.946134494026886,11.555496,1.0,3.0,4126765454594481408,nan,nan,nan
641,4126827095966655616,251.1407999011677,-21.61050718763184,13.106052,1.0,3.0,4126827095966655616,nan,nan,nan
642,4126940753677455488,251.2131690285488,-21.306301018619656,12.254393,1.0,3.0,4126940753677455488,nan,nan,nan
643,4126935226059616128,251.21750800924204,-21.417925299788745,11.800522,1.0,3.0,4126935226059616128,nan,nan,nan
644,4126820808134522624,251.2287043609456,-21.743341641743733,14.233296,1.0,3.0,4126820808134522624,nan,nan,nan
645,4129952728346786048,251.29626454518169,-21.1108149118518,11.314833,1.0,3.0,4129952728346786048,nan,nan,nan
646,4126943712914764160,251.3061990960764,-21.278622817647552,13.820408,1.0,3.0,4126943712914764160,nan,nan,nan
647,4126868774325565568,251.40494056064787,-21.705373052672513,10.958317,1.0,3.0,4126868774325565568,nan,nan,nan
648,4126869010543747456,251.45013198439364,-21.694195621350925,9.58341,1.0,3.0,4126869010543747456,nan,nan,nan
649,4126929041306430336,251.46357761582655,-21.430799866869997,13.555307,2.0,3.0,4126929041306430336,nan,nan,nan
650,4126945254805450880,251.47766554534607,-21.20689542827116,11.3505335,1.0,3.0,4126945254805450880,nan,nan,nan
651,4126918557287612800,251.4895983732029,-21.562816434805715,14.115887,1.0,3.0,4126918557287612800,nan,nan,nan
652,4126924982559002112,251.55468078985706,-21.4741763149999,12.9007435,1.0,3.0,4126924982559002112,nan,nan,nan
653,4126970410431477760,251.56973405785638,-21.086583046094507,14.220937,1.0,3.0,4126970410431477760,nan,nan,nan
654,4126873756487279616,251.6837903176585,-21.580623691592308,10.937104,1.0,3.0,4126873756487279616,nan,nan,nan
655,4126965011652742656,251.81329031744986,-21.0610850160405,12.25357,1.0,3.0,4126965011652742656,nan,nan,nan
656,4126902756106495872,251.82338576049958,-21.423846646089174,13.996058,1.0,3.0,4126902756106495872,nan,nan,nan
657,4126953952116735872,251.8239358206239,-21.22803294356638,12.994329,1.0,3.0,4126953952116735872,nan,nan,nan
658,4126874100084585472,251.83132227414322,-21.59445913998035,13.431116,1.0,3.0,4126874100084585472,nan,nan,nan
659,4126961202021550080,251.8337873402541,-21.12851912445509,13.45667,1.0,3.0,4126961202021550080,nan,nan,nan
660,4126862761370916736,251.85825243055845,-21.582353290108397,11.123225,1.0,3.0,4126862761370916736,nan,nan,nan
661,4126904847750861056,251.899562988096,-21.35289782430519,11.530737,1.0,3.0,4126904847750861056,nan,nan,nan
662,4126901892813361536,251.949426911933,-21.35487250988758,11.281459,1.0,3.0,4126901892813361536,nan,nan,nan
663,4126885056541563520,251.98303855656965,-21.59212028564725,13.442289,1.0,3.0,4126885056541563520,nan,nan,nan
664,4126901411777033216,252.0352901689925,-21.353780543852,11.753007,1.0,3.0,4126901411777033216,nan,nan,nan
665,4126889115290261120,252.05815394355818,-21.415193652790492,8.20188,1.0,3.0,4126889115290261120,nan,nan,nan
666,123890260094849536,50.8958354911684,30.545176159817153,11.063093,1.0,3.0,123890260094849536,nan,nan,nan
667,123891256527257088,50.96720412494845,30.58531907201563,11.415523,1.0,3.0,123891256527257088,nan,nan,nan
668,120877357716054528,51.076345918566844,30.26753366095691,9.904005,1.0,3.0,120877357716054528,nan,nan,nan
669,120858764801761152,51.33643423804518,30.061320377772553,12.489376,1.0,3.0,120858764801761152,nan,nan,nan
670,120987686836318976,51.44487983807997,30.741584367201888,9.980648,2.0,3.0,120987686836318976,nan,nan,nan
671,123999730221048320,51.45879641529591,30.93167377713109,9.110842,1.0,3.0,123999730221048320,nan,nan,nan
672,120819186679044480,51.61334245151054,30.150601873304172,10.683057,1.0,3.0,120819186679044480,nan,nan,nan
673,120991672565773568,51.624386385381584,30.78880739596712,10.461948,1.0,3.0,120991672565773568,nan,nan,nan
674,120803686141726336,51.82007081005032,30.03604813910465,11.449212,1.0,3.0,120803686141726336,nan,nan,nan
675,120979406139173376,51.87203901505842,30.72097146022208,9.133095,1.0,3.0,120979406139173376,nan,nan,nan
676,121017270570836480,51.88542700316377,30.92377948484271,11.06074,1.0,3.0,121017270570836480,nan,nan,nan
678,124439736734509824,51.975954057689,31.821706829241364,11.898015,1.0,3.0,124439736734509824,nan,nan,nan
679,121027505477200768,52.031706637652995,31.17806411135237,8.6042185,1.0,3.0,121027505477200768,nan,nan,nan
680,120705971341514112,52.0621099426317,30.02188542477432,11.168631,1.0,3.0,120705971341514112,nan,nan,nan
681,120954254810674304,52.14278571198164,30.762923967209097,10.125254,1.0,3.0,120954254810674304,nan,nan,nan
682,120908968675581824,52.19437914859733,30.375296592892408,6.9535856,1.0,3.0,120908968675581824,nan,nan,nan
683,120701843876610304,52.21048161484614,29.954603141578055,11.523205,2.0,3.0,120701843876610304,nan,nan,nan
684,120715385909816448,52.38202097067853,30.177108471568395,13.182413,1.0,3.0,120715385909816448,nan,nan,nan
685,121413438354208384,52.42648235251993,31.487497876476592,13.490696,1.0,3.0,121413438354208384,nan,nan,nan
686,121403061713265920,52.502837357733426,31.49120308112644,11.174289,1.0,3.0,121403061713265920,nan,nan,nan
687,120742049066779520,52.53583658722195,30.378865718970342,10.90455,1.0,3.0,120742049066779520,nan,nan,nan
688,121427113530073600,52.5674986984383,31.55730465245049,13.041684,1.0,3.0,121427113530073600,nan,nan,nan
689,120944840242414720,52.613006576704215,30.78215640184652,11.170954,1.0,3.0,120944840242414720,nan,nan,nan
690,120748886654713984,52.64992403292095,30.50679820031681,12.686193,2.0,3.0,120748886654713984,nan,nan,nan
691,121427560206668544,52.66991008420335,31.61594894106619,11.308316,1.0,3.0,121427560206668544,nan,nan,nan
692,121428552343102592,52.80470487506711,31.638634180628532,12.391063,1.0,3.0,121428552343102592,nan,nan,nan
693,120746928149657856,52.870331098974965,30.514733726240518,12.405653,1.0,3.0,120746928149657856,nan,nan,nan
694,121125778624451712,52.93204066807279,30.681923018553253,10.042758,1.0,3.0,121125778624451712,nan,nan,nan
695,121325095170889856,52.97419654523583,30.93108016919016,11.36205,1.0,3.0,121325095170889856,nan,nan,nan
696,121432404929813760,53.03012095383721,31.682837228518594,13.137518,1.0,3.0,121432404929813760,nan,nan,nan
697,121109625251564544,53.03048822257236,30.493328272182485,12.692044,1.0,3.0,121109625251564544,nan,nan,nan
698,121378833801685888,53.05427337564904,31.496856344579573,11.950728,1.0,3.0,121378833801685888,nan,nan,nan
699,121107323149093504,53.18185816636861,30.505295610554228,11.63467,1.0,3.0,121107323149093504,nan,nan,nan
700,121113821435496960,53.2665860315188,30.574724583451577,11.587923,1.0,3.0,121113821435496960,nan,nan,nan
701,121145363675296256,53.292675452459775,30.838255160651173,11.342194,1.0,3.0,121145363675296256,nan,nan,nan
702,121363990394700032,53.36162555801501,31.448390424863987,12.40144,1.0,3.0,121363990394700032,nan,nan,nan
703,121069016336652928,53.46034501399233,30.63907586563431,13.063362,1.0,3.0,121069016336652928,nan,nan,nan
704,121167246533019136,53.48121164605071,31.167493229260167,12.455612,1.0,3.0,121167246533019136,nan,nan,nan
705,121153640076625664,53.567845885721695,31.023675812781104,12.96648,1.0,3.0,121153640076625664,nan,nan,nan
706,121155946474694912,53.670210879005694,31.131229803499,13.102658,1.0,3.0,121155946474694912,nan,nan,nan
707,121096813365034624,53.84427741087892,30.80062945687649,13.504379,1.0,3.0,121096813365034624,nan,nan,nan
708,121249198804944512,53.874800599699704,31.22686573656602,8.770255,1.0,3.0,121249198804944512,nan,nan,nan
709,121193737891092096,53.919307470841666,30.928966506739027,12.030441,1.0,3.0,121193737891092096,nan,nan,nan
710,121254249686561664,53.96720631284279,31.250265774481797,12.419729,1.0,3.0,121254249686561664,nan,nan,nan
711,121196246151992832,53.980975316895915,31.04570908700162,12.19778,1.0,3.0,121196246151992832,nan,nan,nan
712,121286371745729920,53.97810282324349,31.563266649844987,11.925735,1.0,3.0,121286371745729920,nan,nan,nan
713,121196246151992832,53.980975316895915,31.04570908700162,12.19778,1.0,3.0,121196246151992832,nan,nan,nan
714,121254932585133568,54.03685781019895,31.31038873961227,12.359634,1.0,3.0,121254932585133568,nan,nan,nan
715,121201468832751232,54.14835681021043,31.07457059470699,8.563764,1.0,3.0,121201468832751232,nan,nan,nan
716,121189649082781056,54.16107071543443,31.056187814726822,14.837689,1.0,3.0,121189649082781056,nan,nan,nan
718,121284245738106496,54.18035954391403,31.574333651490054,12.6289,1.0,3.0,121284245738106496,nan,nan,nan
719,121290293052048512,54.35885935331755,31.663261885259033,12.503217,1.0,3.0,121290293052048512,nan,nan,nan
720,121186251764322816,54.386352532307185,30.98104938573979,12.540975,1.0,3.0,121186251764322816,nan,nan,nan
721,121211368733067392,54.438011653051234,31.116198409571226,12.740283,1.0,3.0,121211368733067392,nan,nan,nan
722,121213189799197952,54.601393644834985,31.19925132507694,12.797099,1.0,3.0,121213189799197952,nan,nan,nan
723,217317412374494464,54.635780396646034,31.62463164531498,13.264519,1.0,3.0,217317412374494464,nan,nan,nan
724,217378126032416896,54.653595018207184,31.94450119966599,20.105307,1.0,3.0,217378126032416896,nan,nan,nan
725,121222673086983296,54.722417079178975,31.398930616086805,10.001551,1.0,3.0,121222673086983296,nan,nan,nan
726,121222874949752576,54.74496897225145,31.399997325601767,13.613458,1.0,3.0,121222874949752576,nan,nan,nan
727,217299991987363584,54.81308647737921,31.471586490206846,13.7866955,1.0,3.0,217299991987363584,nan,nan,nan
728,217325555632522624,54.82931799751187,31.800173702084667,11.950139,1.0,3.0,217325555632522624,nan,nan,nan
729,217333492732000000,54.877348595423015,32.05207063680871,11.246358,1.0,3.0,217333492732000000,nan,nan,nan
730,217302740766251904,54.93536538047614,31.60641004501147,11.8397455,1.0,3.0,217302740766251904,nan,nan,nan
731,217352528027132928,55.06521695296576,32.03961362172219,12.84388,1.0,3.0,217352528027132928,nan,nan,nan
732,217358644060557696,55.06595509433655,32.15458617625095,11.14184,1.0,3.0,217358644060557696,nan,nan,nan
733,217336825626699008,55.34231997129892,31.909376718614304,11.5699415,1.0,3.0,217336825626699008,nan,nan,nan
734,217439831827027456,55.54531389605374,32.137988259928825,10.968984,1.0,3.0,217439831827027456,nan,nan,nan
735,216690171054418688,55.749652422760995,32.15403857614612,12.060779,1.0,3.0,216690171054418688,nan,nan,nan
736,216511264192254848,55.78945964955733,31.44311519955158,13.214099,1.0,3.0,216511264192254848,nan,nan,nan
737,216697219097192448,55.853292108137104,32.29404461575075,12.01406,1.0,3.0,216697219097192448,nan,nan,nan
738,216517380225679616,55.8605716470608,31.50153832236225,12.861535,1.0,3.0,216517380225679616,nan,nan,nan
739,216724913046355456,56.09924541582124,32.48981767967614,13.74304,1.0,3.0,216724913046355456,nan,nan,nan
740,216728757040319744,56.28494221011454,32.57228388023487,12.061777,1.0,3.0,216728757040319744,nan,nan,nan
741,216595582989942912,56.30136652739083,31.456041344271366,11.556868,1.0,3.0,216595582989942912,nan,nan,nan
742,216730822921329408,56.345433420266154,32.641119718448,11.213167,1.0,3.0,216730822921329408,nan,nan,nan
744,216661244451253248,56.486254361100656,32.2118815698033,11.751132,1.0,3.0,216661244451253248,nan,nan,nan
746,216638944981062656,56.59353191229736,32.08092661147314,17.841341,1.0,3.0,216638944981062656,nan,nan,nan
747,216630286327020672,56.60118608657771,31.761654924076375,13.409731,1.0,3.0,216630286327020672,nan,nan,nan
748,216417492170447104,56.63623120738674,31.635055646008905,10.20773,1.0,3.0,216417492170447104,nan,nan,nan
749,216444567644275200,56.74582180517027,31.83480618597841,12.2301,1.0,3.0,216444567644275200,nan,nan,nan
750,217043324742725248,56.755165265109824,32.57440773408973,10.841498,1.0,3.0,217043324742725248,nan,nan,nan
751,217103900961273344,56.79463860173841,32.89084648685044,12.884792,1.0,3.0,217103900961273344,nan,nan,nan
752,217075382378551808,57.090497274349715,32.817866544410975,10.837831,1.0,3.0,217075382378551808,nan,nan,nan
754,5190163485512230400,134.16381459706497,-85.66300119954647,5.349698,1.0,4.0,5190163485512230400,nan,nan,nan
755,4616663752381098240,24.368487440216747,-84.76950052199935,5.4247966,1.0,4.0,4616663752381098240,nan,nan,nan
756,6348011489405515776,323.4781706839647,-82.6830973422958,6.291283,1.0,4.0,6348011489405515776,nan,nan,nan
757,4621086228666064896,74.71220731243206,-82.4705026426425,5.5975623,1.0,4.0,4621086228666064896,nan,nan,nan
758,5198365189421316864,157.96488114348034,-81.92105591505998,7.029612,1.0,4.0,5198365189421316864,nan,nan,nan
759,5198926661906152320,161.4448613788698,-80.54016006425408,4.399862,1.0,4.0,5198926661906152320,nan,nan,nan
760,5785028619357952000,215.59641159629052,-80.10902179509525,4.977851,1.0,4.0,5785028619357952000,nan,nan,nan
761,5199170719128170112,160.4642455579782,-79.78326109285615,5.9383507,1.0,4.0,5199170719128170112,nan,nan,nan
763,4623792642178579584,83.90087174005032,-78.82075486725492,6.0141673,1.0,4.0,4623792642178579584,nan,nan,nan
764,6352296389298049664,338.8617397082269,-78.77161780627618,5.6688886,1.0,4.0,6352296389298049664,nan,nan,nan
766,5224212027732828672,179.64596158758212,-77.82545044812474,6.7195277,1.0,4.0,5224212027732828672,nan,nan,nan
767,4635279171434162304,16.380578808328575,-77.58470054475927,7.9352655,1.0,4.0,4635279171434162304,nan,nan,nan
769,5224312014571559424,175.38609890590809,-77.05478465718791,6.84468,1.0,4.0,5224312014571559424,nan,nan,nan
770,4624990697536068096,71.52943838167074,-77.02062185828991,8.6985235,1.0,4.0,4624990697536068096,nan,nan,nan
771,4684110819285845376,1.8077170379018124,-76.7309553545449,7.463338,1.0,4.0,4684110819285845376,nan,nan,nan
772,4683980144904761728,5.8176454030362,-76.72406425489999,8.590233,2.0,4.0,4683980149201067776,5.817847296960205,-76.72422418190307,8.65613
773,5215370614213352832,138.0522972488056,-76.66322279998619,5.8287964,1.0,4.0,5215370614213352832,nan,nan,nan
775,4628594381255383424,59.30235398842064,-76.51062759806463,7.7052965,1.0,4.0,4628594381255383424,nan,nan,nan
778,4684595325957913984,10.341076211507753,-75.81282948879553,8.511243,1.0,4.0,4684595325957913984,nan,nan,nan
779,4628314005790840064,65.31059620344003,-75.72842238994215,8.878198,1.0,4.0,4628314005790840064,nan,nan,nan
780,6368887298207127168,319.5680504521026,-75.34691854810455,6.609818,1.0,4.0,6368887298207127168,nan,nan,nan
781,4628383893498184704,64.06133138456511,-75.3440191182654,8.38029,1.0,4.0,4628383893498184704,nan,nan,nan
782,4685296161539510400,4.569539006315496,-75.22044593267057,8.761575,1.0,4.0,4685296161539510400,nan,nan,nan
783,5225002576593767168,176.64533248269166,-75.11045646423823,8.649844,1.0,4.0,5225002576593767168,nan,nan,nan
787,4629074455519836032,57.048866553953566,-74.69400774492449,7.0379047,1.0,4.0,4629074455519836032,nan,nan,nan
788,5226487295248887424,178.3398627212104,-74.53979678102085,8.85549,1.0,4.0,5226487295248887424,nan,nan,nan
789,5802431174006919296,259.1481476557475,-74.53325091471503,6.232914,1.0,4.0,5802431174006919296,nan,nan,nan
790,4685558910466719232,11.034120284246788,-74.26547414528387,7.4637995,1.0,4.0,4685558910466719232,nan,nan,nan
791,4685793931095792768,9.572020634183897,-73.9632393346972,7.31914,1.0,4.0,4685793931095792768,nan,nan,nan
792,4629499756064860800,58.89732992862304,-73.94944377547758,9.107742,1.0,4.0,4629499756064860800,nan,nan,nan
793,4685657969606916224,13.422946278510521,-73.86937725441011,8.354509,1.0,4.0,4685657969606916224,nan,nan,nan
794,4649781214416843776,73.85345825157528,-73.76173344592674,8.507419,1.0,4.0,4649781214416843776,nan,nan,nan
795,4685800631244596608,10.003226562878163,-73.76186254386647,8.41592,1.0,4.0,4685800631244596608,nan,nan,nan
796,4629533020587860864,58.99765235469095,-73.55538810223445,8.914389,2.0,4.0,4629533020587860864,nan,nan,nan
797,4652487249969500800,70.40239082971608,-73.53167436706788,8.823365,1.0,4.0,4652487249969500800,nan,nan,nan
798,5794154153556708992,235.0887374556678,-73.44678457190363,5.6121097,1.0,4.0,5794154153556708992,nan,nan,nan
799,5794330865689870592,232.87844101963688,-73.3896730723237,5.355033,1.0,4.0,5794330865689870592,nan,nan,nan
800,5226875835171068288,174.16131521717514,-73.35365673452684,7.7772193,1.0,4.0,5226875835171068288,nan,nan,nan
801,4629600812351551232,61.43493772291289,-73.28059638922544,8.9198065,1.0,4.0,4629600812351551232,nan,nan,nan
802,4688892286148227712,9.668890249280304,-73.13758998948344,6.8501654,1.0,4.0,4688892286148227712,nan,nan,nan
803,4685915186648634240,14.200544528946342,-73.06790329213193,8.371233,1.0,4.0,4685915186648634240,nan,nan,nan
804,4653449356997439360,63.27930720739208,-72.82052440669155,7.3147464,1.0,4.0,4653449356997439360,nan,nan,nan
805,4652943100626039552,73.366658281562,-72.76486623769429,7.288848,1.0,4.0,4652943100626039552,nan,nan,nan
806,4652758898057680128,68.6461735206256,-72.733499580427,6.9610853,1.0,4.0,4652758898057680128,nan,nan,nan
807,5842027954984386432,188.8188237827405,-72.71691273566688,7.5921097,1.0,4.0,5842027954984386432,nan,nan,nan
808,5840399165950348672,195.30767623495984,-72.62985474012149,9.49837,1.0,4.0,5840399165950348672,nan,nan,nan
809,5218900665015560064,136.2865868227313,-72.60272892331444,4.3295054,1.0,4.0,5218900665015560064,nan,nan,nan
810,6371790936617052672,317.83773137975993,-72.54446962218013,5.8870125,1.0,4.0,6371790936617052672,nan,nan,nan
811,5227739398477553280,172.07637251155637,-72.47403022105647,6.3948,1.0,4.0,5227739398477553280,nan,nan,nan
812,4649966104173253888,75.14084493368122,-72.45587678039759,8.901354,2.0,4.0,4649966104173253888,nan,nan,nan
813,5806630037118902144,241.48210310853042,-72.40058834248448,5.380277,1.0,4.0,5806630037118902144,nan,nan,nan
814,6380111112902518144,358.20264039896307,-72.39942958110592,7.456383,1.0,4.0,6380111112902518144,nan,nan,nan
815,4701758461948318848,0.18817989940295715,-72.318159825196,8.464083,1.0,4.0,4701758461948318848,nan,nan,nan
816,5227760083039867904,171.04599252531904,-72.25661798713385,5.5245643,1.0,4.0,5227760083039867904,nan,nan,nan
817,4642478120737586944,46.447638352473554,-72.21303728952961,9.547799,2.0,4.0,4642478120737586944,nan,nan,nan
818,5842864786417716608,188.1159696652917,-72.13301496237534,3.8161688,1.0,4.0,5842864786417716608,nan,nan,nan
819,5227814302708717440,170.01678767219772,-71.99434619637077,6.3685784,1.0,4.0,5227814302708717440,nan,nan,nan
820,4644754071152134272,32.449456814481415,-71.82690588067332,9.809532,1.0,4.0,4644754071152134272,nan,nan,nan
821,5842188208808755328,192.37777821814356,-71.731476016436,7.720129,1.0,4.0,5842188208808755328,nan,nan,nan
822,5842913572934429696,189.82975577557767,-71.62179009925686,8.943862,1.0,4.0,5842913572934429696,nan,nan,nan
823,5843519957910366848,195.7720715815366,-71.47574955804109,6.100079,1.0,4.0,5843519957910366848,nan,nan,nan
824,4701860922688030720,1.1725391595541212,-71.43694838266406,5.5679107,1.0,4.0,4701860922688030720,nan,nan,nan
825,5242303495131015808,149.04034108948824,-71.3892824370754,6.305947,1.0,4.0,5242303495131015808,nan,nan,nan
826,6395470740587373440,326.3702991110385,-71.00890209556017,6.006914,1.0,4.0,6395470740587373440,nan,nan,nan
827,5807012254848459392,248.58039860475637,-70.9881513597289,5.185569,1.0,4.0,5807012254848459392,nan,nan,nan
828,5228489780806524160,166.707542665051,-70.87794044626996,5.549459,1.0,4.0,5228489780806524160,nan,nan,nan
830,4651846750120782208,82.28714710693109,-70.82543612845471,8.052291,1.0,4.0,4651846750120782208,nan,nan,nan
831,5843657293789559296,197.71961895703814,-70.80864481398147,8.3495245,1.0,4.0,5843657293789559296,nan,nan,nan
832,5840847766697583104,205.0019485715959,-70.78782937757552,6.1569796,1.0,4.0,5840847766697583104,nan,nan,nan
833,5222191159719547776,136.40984566742884,-70.53845796451294,4.599252,1.0,4.0,5222191159719547776,nan,nan,nan
835,5233836018668907776,177.48579098512604,-70.22579282621119,4.519953,1.0,4.0,5233836018668907776,nan,nan,nan
836,5844604007661983232,195.14186728934087,-70.20991122411255,9.391878,1.0,4.0,5844604007661983232,nan,nan,nan
837,5234393986450775680,170.98485080709602,-70.13387330334565,9.559141,1.0,4.0,5234393986450775680,nan,nan,nan
838,6375513882989561472,318.3359906316328,-70.12635078549926,4.2036533,1.0,4.0,6375513882989561472,nan,nan,nan
839,5810861541976948096,260.5244572643949,-70.12325676778525,5.3321323,1.0,4.0,5810861541976948096,nan,nan,nan
841,5846229223287407616,212.31208331340198,-69.64826726413764,9.689482,1.0,4.0,5846229223287407616,nan,nan,nan
842,5843414473520444544,192.79972326334814,-69.64521385711984,7.1870537,1.0,4.0,5843414473520444544,nan,nan,nan
843,6395671160942188288,327.6962508268213,-69.62939586234272,5.049917,1.0,4.0,6395671160942188288,nan,nan,nan
844,4703064819200500096,5.1626189514475564,-69.6248971362449,5.4876304,1.0,4.0,4703064819200500096,nan,nan,nan
845,4691986930313219072,13.751384271528654,-69.52727838786237,5.136412,1.0,4.0,4691986930313219072,nan,nan,nan
846,6396597121531742336,322.1882261545196,-69.50558994559765,3.761446,1.0,4.0,6396597121531742336,nan,nan,nan
848,5243148298024785920,149.2489788468966,-69.10176208970645,6.1685133,1.0,4.0,5243148298024785920,nan,nan,nan
850,6390641170121520896,346.2181314285921,-68.81994453424278,5.4466047,1.0,4.0,6390641170121520896,nan,nan,nan
851,5237740418812840064,166.54827589464705,-68.78194958595883,6.486342,1.0,4.0,5237740418812840064,nan,nan,nan
852,5223670449536556672,135.28567570770042,-68.6839196246757,5.1375165,1.0,4.0,5223670449536556672,nan,nan,nan
853,5244534885272428160,152.37573806139795,-68.68269932124379,6.5014825,1.0,4.0,5244534885272428160,nan,nan,nan
854,4693818888483537664,35.43664437891122,-68.65940430513912,4.0532403,1.0,4.0,4693818888483537664,nan,nan,nan
855,5820481547175876992,238.87322281303986,-68.60302913643213,4.795941,1.0,4.0,5820481547175876992,nan,nan,nan
857,5856347272893478016,185.5501028849867,-68.30754673968424,5.440825,1.0,4.0,5856347272893478016,nan,nan,nan
858,5809244950650812032,250.34611083311734,-68.29617384563994,5.857358,1.0,4.0,5809244950650812032,nan,nan,nan
859,6376656344290112256,315.36653770486777,-68.20956860957348,6.352049,1.0,4.0,6376656344290112256,nan,nan,nan
860,5846780078616570752,216.2762682504734,-68.19535117374981,5.40648,1.0,4.0,5846780078616570752,nan,nan,nan
861,4661445795871957632,76.27784677487152,-68.08641753319912,7.8336635,1.0,4.0,4661445795871957632,nan,nan,nan
862,5235066303460408960,172.96107902776183,-68.05793221521381,8.506055,1.0,4.0,5235066303460408960,nan,nan,nan
863,5269012591076800256,109.20754067675165,-67.95711493884554,3.7786546,1.0,4.0,5269012591076800256,nan,nan,nan
864,5845487808871992448,198.81187001436788,-67.8946321873443,4.7490315,1.0,4.0,5845487808871992448,nan,nan,nan
866,5271691585518852864,130.1189684195145,-67.82043789901113,7.593063,1.0,4.0,5271691585518852864,nan,nan,nan
867,5811760117856643072,260.49738392209514,-67.7707042097262,4.387793,1.0,4.0,5811760117856643072,nan,nan,nan
868,5848315134292102272,217.81891473710766,-67.71745135732732,5.6173997,1.0,4.0,5848315134292102272,nan,nan,nan
869,6385794694664872320,340.19966295959136,-67.68868127655992,7.197517,1.0,4.0,6385794694664872320,nan,nan,nan
870,5850430457217477504,208.70442111667236,-67.65217004350902,5.209016,1.0,4.0,5850430457217477504,nan,nan,nan
871,5856806800050748288,190.14920619453767,-67.48094028597207,10.375597,1.0,4.0,5856806800050748288,nan,nan,nan
872,5823647350402198144,230.1688873054974,-67.48157420720972,6.4405375,2.0,4.0,5823647350402198144,nan,nan,nan
874,5856874901058844160,189.71810857145724,-67.19305540088723,6.20869,1.0,4.0,5856874901058844160,nan,nan,nan
875,5824367461802186624,227.37460268954368,-67.08415022301814,5.571874,1.0,4.0,5824367461802186624,nan,nan,nan
876,5233142020666178944,157.53640810879315,-66.9846310948678,6.1595144,1.0,4.0,5233142020666178944,nan,nan,nan
879,4659664312138902656,87.47278969391049,-66.90110883988154,5.092032,1.0,4.0,4659664312138902656,nan,nan,nan
880,5859898077004001920,189.70533147244254,-66.87008789954992,10.250217,1.0,4.0,5859898077004001920,nan,nan,nan
882,6425251116105939584,310.4879213619988,-66.7607839328195,5.1128335,1.0,4.0,6425251116105939584,nan,nan,nan
883,6427899049346238208,294.96781451351063,-66.68568672844268,6.3668404,1.0,4.0,6427899049346238208,nan,nan,nan
884,5848625711974688384,222.1855388112924,-66.59360943615137,5.910399,1.0,4.0,5848625711974688384,nan,nan,nan
886,5851109886726603136,208.32551726711756,-66.51244090471414,7.0540366,1.0,4.0,5851109886726603136,nan,nan,nan
887,4671120982756449664,52.71564309582668,-66.48970270503564,5.7871914,1.0,4.0,4671120982756449664,nan,nan,nan
