EDR3_source_id,starID,RA,Dec,Gmag,rawstarID,RefID,FilterID,IntrPol,p,e_p,evpa,e_evpa,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo
3665501184671104,5973,45.593898994088654,4.352914234157361,5.6009407,5219,4,0,0,0.0,0.002,0.0,90.0,135.77502,134.30043,136.9958,135.7983,134.60677,136.85724
7352369831088512,6159,46.44007520869908,6.520751451576174,9.310172,5405,4,0,0,0.0047,0.0006,3.6,3.7,298.75815,295.0699,302.2621,298.98822,294.67435,302.1133
8900825800310016,6305,44.928756622077145,8.907313066231804,4.663585,5551,4,0,0,0.0037,0.002,-39.0,15.1,135.29407,132.92308,138.59468,136.23242,133.56317,138.68747
11166438229308672,6311,51.20302758439933,9.028538893521931,3.3823738,5557,4,0,0,7e-05,1e-05,24.9,4.1,66.53584,65.306404,68.03454,66.12189,64.81979,67.60386
12314843763993984,14624,54.47914080873418,9.932742443373881,7.025612,nan,23,3,0,0.005766,0.000873,-25.5,4.5,408.91116,406.0293,411.81555,408.9295,405.52344,411.6267
12730974556132096,6347,51.7925714099467,9.732550147153876,3.7018294,5593,4,0,0,5e-05,2e-05,-15.6,11.3,59.953663,57.50695,61.995316,59.614456,57.467197,62.05099
13631337139848448,6257,47.92529735934284,8.118840656324199,8.52248,5503,4,0,0,0.0051,0.00055,-26.9,3.1,259.2249,257.39877,261.5322,259.52136,256.89212,262.1483
19400302852196096,6217,38.76719730257708,7.470469368702623,5.8909745,5463,4,0,0,0.00029,0.00037,-31.3,32.5,113.322754,112.83538,113.90832,113.31566,112.85461,113.875694
24025879550721664,6348,34.16305437552792,9.765212467982762,9.294217,5594,4,0,0,0.0004,0.00063,-77.2,38.2,560.9422,543.5181,574.0661,562.19037,545.94867,578.7857
24333605367714560,6383,36.422540560528404,10.506047959645107,7.5866604,5629,4,0,0,0.00182,0.00014,-37.5,2.2,391.2376,385.7104,397.3714,392.1994,387.66757,396.74442
24525263988276224,6389,36.204501672929474,10.610491886630948,5.4581585,5635,4,0,0,0.00206,7e-05,-46.6,1.0,234.48134,226.82634,243.00375,235.11098,226.89658,243.16199
33141999176254080,6593,41.137396662746795,15.311787711394171,5.7472363,5839,4,0,0,0.0037,0.002,20.0,15.1,171.93689,167.27786,175.77171,172.93169,168.30762,177.94347
33260918230834048,6579,42.87341327035664,15.081958079042348,5.5005884,5825,4,0,0,0.0037,0.002,-20.0,15.1,141.27592,138.78291,143.88316,140.99942,138.2799,143.45453
34959010860789632,48731,43.823469266556074,16.308983183705624,7.2228208,nan,74,20,0,1.8e-05,9e-06,58.7,12.7,26.759096,26.741096,26.78067,26.762753,26.745092,26.78234
36147204974506368,6386,56.52607037051939,10.54888612205608,7.28593,5632,4,0,0,0.0049,0.00038,0.1,2.2,148.78139,148.2085,149.28394,148.78654,148.21909,149.2124
36290072767519232,6417,57.067886248816585,11.143196305561473,5.053788,5663,4,0,0,0.00302,6e-05,13.6,0.6,136.40587,134.55696,138.89839,136.29294,134.40614,138.2109
37011283675102592,10342,56.85312556117249,12.50815262257451,7.9424996,nan,7,3,0,0.0125,0.0008,74.5,1.9,221.08826,219.49396,222.3584,221.04996,219.90579,222.43915
37136834159399808,6478,57.81623685090313,13.04597327094363,6.262458,5724,4,0,0,0.0049,0.00035,46.3,2.0,160.55644,159.38435,161.9248,160.62912,159.47502,161.84216
39001502801541760,6532,61.379730506014866,14.286138683239336,6.947627,5778,4,0,0,0.0034,0.00036,35.7,3.0,167.45717,166.79012,168.12099,167.62099,166.94923,168.20467
48026706558487040,6798,67.15467370962931,19.180273317307044,3.2804532,6044,4,0,0,0.0008,0.0012,76.0,36.9,44.650326,44.310673,44.93807,44.641262,44.28488,44.992012
49298394834276608,6875,64.31506301993932,20.578332998961216,4.864198,6121,4,0,0,0.0008,0.0012,42.0,36.9,28.4743,28.406664,28.54792,28.482368,28.390865,28.565544
49415527182759296,6908,64.85887727127862,21.142114709520815,5.4806013,6154,4,0,0,0.0007,0.0012,27.0,40.6,83.45507,82.92534,84.0638,83.61398,82.912315,84.29023
53112944270520832,48868,61.33523408583346,22.008324337407693,5.756682,nan,74,20,0,4e-06,5e-06,30.5,44.0,16.80418,16.794695,16.816374,16.805222,16.795046,16.81448
57111696260204800,6817,55.57896969853678,19.7001972609426,5.656581,6063,4,0,0,0.0068,0.001,87.0,4.2,158.38287,156.74937,160.46855,159.05452,157.0099,161.0505
58850711337487616,6715,46.85686063012037,17.88002747730079,6.096141,5961,4,0,0,0.00539,5e-05,-44.8,0.3,311.53412,305.98218,318.18192,311.35028,305.39008,317.28708
60494103263991168,6902,48.72528453666189,21.04411908941896,4.8649964,6148,4,0,0,0.0006,0.0012,69.0,45.0,84.066246,81.35562,87.46966,84.75147,82.26151,87.741135
61033001402831872,6882,50.68825067127788,20.742002979608355,4.7018433,6128,4,0,0,0.0006,0.0012,-40.0,45.0,103.18983,100.05897,105.779434,103.261314,101.22078,105.968414
61292039470080384,6910,50.30689150696158,21.146978154179607,5.3360972,6156,4,0,0,0.00425,0.0007,-1.8,4.7,160.79279,156.45279,166.05867,160.27966,155.17223,165.24327
64085383120724864,48739,58.02431902278248,22.67012330366188,7.4001384,nan,74,20,0,8e-06,9e-06,-19.7,24.1,29.759895,29.740314,29.77699,29.765705,29.752008,29.781431
64115585330656000,48738,57.51517110765979,22.591359710394954,7.165409,nan,74,20,0,2.7e-05,8e-06,8.8,8.3,43.01801,42.97195,43.05613,43.01507,42.96522,43.06088
64956127609464320,7018,56.45349543711508,23.14694333291917,6.895188,6264,4,0,0,0.0022,0.0012,-60.0,15.3,134.11125,133.34111,134.98305,134.30432,133.47507,135.10524
65008698009126528,7056,56.642591450519646,23.623821625731356,8.040022,6302,4,0,0,0.02164,0.00082,30.6,1.1,135.86635,133.7684,138.16194,136.37755,133.94662,138.49817
65205373152172032,7081,56.58167144917715,23.94814381017594,4.172742,6327,4,0,0,0.00366,0.00017,-45.2,1.3,142.66064,137.17679,148.65869,141.26079,134.23259,148.06897
65271996684817280,7104,56.2190045645284,24.11313304360812,3.6982086,6350,4,0,0,0.0032,nan,-52.0,0.0,121.61213,115.70918,128.88344,121.54341,113.72946,128.3856
65283232316451328,7136,56.45679586432521,24.36754142471917,3.863349,6382,4,0,0,0.0034,nan,-24.0,0.0,130.64438,126.17799,136.38568,130.68945,125.5952,136.3735
65287458566524928,7126,56.20099235353907,24.28926774500748,5.4413247,6372,4,0,0,0.0,0.002,0.0,90.0,134.37146,133.1028,135.70512,134.61894,133.47684,135.82907
65296907494549120,7152,56.302162856141784,24.46706395730414,4.2610216,6398,4,0,0,0.00198,0.00131,-51.6,18.3,105.301414,101.37064,110.23529,105.16173,100.947655,109.49322
65319619282119808,48866,59.217327896694236,22.477466785802235,5.5315943,nan,74,20,0,1.7e-05,8e-06,-45.3,15.8,44.17428,44.102783,44.247005,44.19697,44.12765,44.259285
66526127137440128,7095,57.29068893293528,24.053211829998986,3.6157947,6341,4,0,0,0.003,0.0012,-55.0,11.3,125.42968,117.72701,134.53589,123.79286,117.612076,131.03609
66529975427235712,7107,57.296830774548276,24.136498420483132,5.203287,6353,4,0,0,0.0043,0.001,-61.0,6.6,137.43317,134.63635,139.48549,137.7078,134.99156,140.4868
67299530486953600,14627,58.39376800335248,25.682709450744102,6.3173146,nan,23,3,0,0.006026,0.000204,-84.9,1.4,173.226,172.41057,174.27162,173.17865,172.26393,174.05484
74117327209628288,6482,32.443943954415225,13.175848552547698,7.692242,5728,4,0,0,0.0012,0.00036,-20.8,8.5,164.66147,163.53542,165.79973,163.90575,162.68849,165.03798
74428489000457984,6473,36.612404328412126,12.898798360378636,8.134591,5719,4,0,0,0.0053,0.0004,-52.3,2.2,417.4166,407.05853,425.29907,411.43787,403.11252,419.12216
74655911813137152,6491,36.28846281059492,13.402550470528588,8.7184305,5737,4,0,0,0.0015,0.00058,-32.8,10.9,232.20694,230.8944,233.56999,232.2528,231.04991,233.31302
78629306318257536,47621,29.913679291847156,15.813185115613738,15.759198,nan,62,4,0,0.002693,0.002321,-7.5,33.1,38.195965,38.12786,38.261414,38.15999,38.09293,38.221004
78915767751946752,6591,33.26421874108002,15.279770283967613,5.034757,5837,4,0,0,0.0009,2e-05,-66.3,0.6,177.11671,174.35187,181.62682,177.62094,173.78662,181.43573
82712106524911104,6709,37.726812104729675,17.703490075606837,5.95932,5955,4,0,0,0.0006,0.00035,-6.2,16.3,87.32985,86.50256,88.2112,87.18743,86.39978,87.93409
104453918172129792,48724,31.626044458733055,24.333335458599315,6.736007,nan,74,20,0,2.2e-05,6e-06,47.8,7.6,23.724768,23.715208,23.734734,23.72262,23.709803,23.735678
108589696800254464,6920,44.80294838728357,21.340395601442104,5.2128115,6166,4,0,0,0.0006,0.0012,-11.0,45.0,110.60144,108.103546,113.08102,110.11454,108.49885,112.54201
115222702557504512,7349,44.01997072303817,26.090546869990973,7.7018156,6595,4,0,0,0.0082,0.0005,-50.0,1.7,273.6576,271.47443,276.57965,272.6926,269.91965,275.18832
115802321282739072,7519,45.87583151990986,27.569429249855705,7.2454243,6765,4,0,0,0.0007,0.0006,-21.0,23.2,203.65788,202.7027,204.73405,203.82727,202.77788,204.74605
116061496786477952,7422,42.90427240432956,26.61359352623088,8.625717,6668,4,0,0,0.0089,0.00055,-40.3,1.8,588.86145,573.4577,603.79224,585.81934,570.9854,602.65515
120701843876610304,683,52.21048161484614,29.954603141578055,11.523205,18,3,52,0,0.0178,0.001,1.0,2.0,843.036,828.37177,859.93445,844.60596,827.97095,859.5789
120705971341514112,680,52.0621099426317,30.02188542477432,11.168631,15,3,52,0,0.0065,0.0009,78.0,4.0,223.06981,222.2623,224.118,223.23862,222.13504,224.24394
120715385909816448,684,52.38202097067853,30.177108471568395,13.182413,19,3,52,0,0.0085,0.0011,-55.0,4.0,594.5765,588.3958,599.69415,595.50635,588.95624,601.51013
120742049066779520,687,52.53583658722195,30.378865718970342,10.90455,22,3,52,0,0.0088,0.0009,73.0,3.0,174.28084,173.57674,175.07402,174.30243,173.57878,175.10286
120746928149657856,693,52.870331098974965,30.514733726240518,12.405653,28,3,52,0,0.0076,0.001,87.0,4.0,287.4047,285.17914,289.74908,287.04907,284.8301,288.87445
120748886654713984,690,52.64992403292095,30.50679820031681,12.686193,25,3,52,0,0.0102,0.0009,-87.0,3.0,295.5376,288.05887,304.4838,295.05466,284.3305,303.70474
120803686141726336,674,51.82007081005032,30.03604813910465,11.449212,9,3,52,0,0.0055,0.0009,76.0,5.0,242.20284,240.85506,243.26645,242.84207,241.10074,244.18362
120819186679044480,672,51.61334245151054,30.150601873304172,10.683057,7,3,52,0,0.0114,0.0007,85.0,2.0,276.6412,275.12756,277.95557,276.17184,274.67645,277.47726
120858764801761152,669,51.33643423804518,30.061320377772553,12.489376,4,3,52,0,0.0013,0.001,-74.0,21.0,122.8897,122.676865,123.17175,122.84875,122.64693,123.067566
120877357716054528,668,51.076345918566844,30.26753366095691,9.904005,3,3,52,0,0.0002,0.0006,-35.0,6.0,113.760796,113.57187,113.92421,113.76284,113.53789,113.95541
120908968675581824,682,52.19437914859733,30.375296592892408,6.9535856,17,3,52,0,0.0097,0.0002,-3.0,1.0,454.2122,448.0883,459.86505,455.69003,449.9158,460.50354
120944840242414720,689,52.613006576704215,30.78215640184652,11.170954,24,3,52,0,0.0056,0.001,67.0,5.0,180.29433,179.52591,181.10185,180.1246,179.40916,180.99069
120954254810674304,681,52.14278571198164,30.762923967209097,10.125254,16,3,52,0,0.0085,0.0009,70.0,3.0,238.04167,233.58275,241.99568,238.00645,234.3065,242.07675
120979406139173376,675,51.87203901505842,30.72097146022208,9.133095,10,3,52,0,0.0133,0.0005,-61.0,1.0,342.72318,340.6177,345.18655,342.97925,341.308,344.88538
120987686836318976,670,51.44487983807997,30.741584367201888,9.980648,5,3,52,0,0.0064,0.0009,76.0,4.0,228.95639,227.4251,230.42595,229.37468,227.71312,230.67865
120991672565773568,673,51.624386385381584,30.78880739596712,10.461948,8,3,52,0,0.0197,0.0009,-59.0,1.0,777.36176,765.81024,787.62384,778.9237,768.50525,790.571
121009367831002624,181,52.15560471330787,30.96258972862039,12.814093,28,0,0,0,0.0114,0.003,53.0,8.0,221.466,220.70612,222.18483,221.8091,220.9936,222.6049
121010604781576704,201,52.32862559985979,31.007070413101218,15.700414,48,0,0,0,0.0565,0.006,-4.0,3.0,1851.2596,1709.7971,2010.4788,1825.3741,1693.1569,1975.3365
121011944811367680,20936,52.32427559592789,31.09393000611017,17.396143,29,31,4,0,0.0435,0.0045,-15.6,3.0,3284.765,2427.5188,4303.8535,3349.1997,2961.369,3630.4587
121012146674309120,20908,52.310770209271794,31.110564670319242,18.01755,1,31,4,0,0.0404,0.0075,-28.5,5.4,544.7906,501.67554,607.8826,500.16,466.27863,531.1221
121012322768504192,203,52.10969088574292,30.967473819606006,12.88328,50,0,0,0,0.005,0.002,78.0,11.0,261.2553,260.26605,262.20547,261.10614,260.15552,262.083
121013147402219264,202,52.137461258944334,31.03772104305815,15.058122,49,0,0,0,0.0246,0.0047,89.0,6.0,166.11385,165.21942,166.90988,165.82907,164.89172,166.70268
121014418712534400,182,52.12425244704199,31.11560911257669,14.606288,29,0,0,0,0.0107,0.0037,87.0,10.0,204.55965,202.55667,207.0226,204.34177,202.51797,206.62549
121014487432011648,200,52.223361187500075,31.056701901971326,15.854224,47,0,0,0,0.016,0.0073,2.0,13.0,1032.296,990.7705,1078.1445,1033.1576,983.40247,1088.006
121017270570836480,676,51.88542700316377,30.92377948484271,11.06074,11,3,52,0,0.0006,0.0009,5.0,43.0,110.57296,110.37467,110.790985,110.517334,110.3249,110.76526
121027505477200768,679,52.031706637652995,31.17806411135237,8.6042185,14,3,52,0,0.0121,0.0008,49.0,2.0,671.41254,643.0989,698.4104,659.9903,633.9739,687.53564
121031873459621248,165,51.918841793143606,31.260875943226115,9.893173,12,0,0,0,0.0114,0.0011,72.0,3.0,286.56516,284.9625,287.9819,285.73535,283.59436,287.45453
121069016336652928,703,53.46034501399233,30.63907586563431,13.063362,38,3,52,0,0.0229,0.001,-39.0,1.0,2631.9958,2526.3933,2757.7344,2662.8423,2546.0073,2812.1895
121096813365034624,707,53.84427741087892,30.80062945687649,13.504379,42,3,52,0,0.0358,0.0011,-55.0,1.0,681.8865,671.4366,691.8826,679.93567,671.40173,688.0445
121107323149093504,699,53.18185816636861,30.505295610554228,11.63467,34,3,52,0,0.0021,0.0009,-66.0,13.0,797.95996,779.4326,817.19006,807.6063,783.0407,826.8626
121109625251564544,697,53.03048822257236,30.493328272182485,12.692044,32,3,52,0,0.0024,0.001,27.0,12.0,3296.1274,3023.2878,3496.524,3298.7842,3127.389,3523.283
121113821435496960,700,53.2665860315188,30.574724583451577,11.587923,35,3,52,0,0.0051,0.0009,87.0,5.0,249.58174,247.67302,251.61125,249.06538,246.83138,251.10956
121125778624451712,694,52.93204066807279,30.681923018553253,10.042758,29,3,52,0,0.0087,0.0008,69.0,3.0,314.0042,267.28113,396.30875,283.95248,223.55737,338.9735
121145363675296256,701,53.292675452459775,30.838255160651173,11.342194,36,3,52,0,0.0043,0.0009,-37.0,6.0,786.03107,766.87665,807.735,813.5096,787.16675,829.68854
121153640076625664,705,53.567845885721695,31.023675812781104,12.96648,40,3,52,0,0.011,0.001,70.0,3.0,180.36084,177.782,182.8942,179.74054,177.08226,182.5694
121155946474694912,706,53.670210879005694,31.131229803499,13.102658,41,3,52,0,0.0042,0.0011,80.0,8.0,221.66414,216.57492,227.8664,221.06151,215.81529,227.0415
121167246533019136,704,53.48121164605071,31.167493229260167,12.455612,39,3,52,0,0.0124,0.001,72.0,2.0,275.6279,274.09457,276.96597,275.77734,274.25607,277.02454
121186251764322816,720,54.386352532307185,30.98104938573979,12.540975,55,3,52,0,0.0469,0.001,-35.0,1.0,469.93723,458.65768,485.7011,473.48294,460.86963,486.32678
121189649082781056,716,54.16107071543443,31.056187814726822,14.837689,51,3,52,0,0.0448,0.0021,-34.0,1.0,573.7532,555.38934,592.67224,584.3042,565.55963,600.57434
121193737891092096,709,53.919307470841666,30.928966506739027,12.030441,44,3,52,0,0.0066,0.001,74.0,4.0,236.03522,235.18573,236.8705,235.90488,235.03705,236.86597
121196246151992832,713,53.980975316895915,31.04570908700162,12.19778,48,3,52,0,0.0121,0.001,59.0,2.0,184.21689,178.67046,188.6763,184.41586,180.27596,189.72427
121201468832751232,715,54.14835681021043,31.07457059470699,8.563764,50,3,52,0,0.0034,0.0008,-70.0,7.0,143.76689,142.91925,144.45027,143.8313,143.16577,144.6047
121211368733067392,721,54.438011653051234,31.116198409571226,12.740283,56,3,52,0,0.0506,0.001,-28.0,1.0,1175.8965,1136.0042,1225.6876,1160.6423,1116.4283,1198.378
121213189799197952,722,54.601393644834985,31.19925132507694,12.797099,57,3,52,0,0.0914,0.0013,-30.0,1.0,314.5938,312.4411,316.53772,314.53952,312.61975,316.3803
121222673086983296,725,54.722417079178975,31.398930616086805,10.001551,60,3,52,0,0.0062,0.0009,75.0,4.0,255.37088,251.58469,258.9431,257.4941,252.3594,261.007
121222874949752576,726,54.74496897225145,31.399997325601767,13.613458,61,3,52,0,0.0427,0.0017,-47.0,1.0,402.68448,399.1772,406.0801,402.384,399.8707,405.32388
121249198804944512,708,53.874800599699704,31.22686573656602,8.770255,43,3,52,0,0.0002,0.0012,-19.0,52.0,70.13999,70.05235,70.239204,70.15646,70.05214,70.24649
121254249686561664,710,53.96720631284279,31.250265774481797,12.419729,45,3,52,0,0.0034,0.0011,70.0,9.0,205.46751,204.44997,206.40314,205.68863,204.43623,206.67351
121254932585133568,714,54.03685781019895,31.31038873961227,12.359634,49,3,52,0,0.0011,0.001,-48.0,26.0,13.65816,13.6502905,13.665038,13.657617,13.648444,13.667315
121284245738106496,718,54.18035954391403,31.574333651490054,12.6289,53,3,52,0,0.0167,0.0011,69.0,2.0,1509.9618,1455.4457,1548.3823,1516.1356,1477.0978,1550.4705
121286371745729920,712,53.97810282324349,31.563266649844987,11.925735,47,3,52,0,0.0146,0.001,-34.0,2.0,1157.9493,1138.0027,1176.695,1157.8821,1135.1173,1181.8689
121290293052048512,719,54.35885935331755,31.663261885259033,12.503217,54,3,52,0,0.0044,0.0011,62.0,7.0,259.95825,258.7996,261.1777,260.3221,259.01187,261.20947
121325095170889856,695,52.97419654523583,30.93108016919016,11.36205,30,3,52,0,0.0114,0.0009,17.0,2.0,528.556,520.45575,537.68304,530.2454,520.47485,537.72253
121340733147897344,162,52.574827393614484,31.116312765759684,9.686062,9,0,0,0,0.0098,0.0005,59.0,1.0,214.52701,213.70154,215.36148,214.49803,213.477,215.6052
121363990394700032,702,53.36162555801501,31.448390424863987,12.40144,37,3,52,0,0.0434,0.001,-26.0,1.0,1510.8226,1443.4648,1590.6587,1521.6033,1464.3856,1568.9995
121378833801685888,698,53.05427337564904,31.496856344579573,11.950728,33,3,52,0,0.0049,0.0011,63.0,6.0,186.44131,185.94002,187.00526,186.31824,185.9024,186.819
121386569038824192,20938,52.371186053797544,31.102514203217485,16.857712,31,31,4,0,0.0536,0.0032,-12.7,1.7,1172.2833,1063.8094,1294.4155,1146.9287,1020.38434,1284.5326
121386981355683072,20939,52.392723251784375,31.13141268499773,16.739794,32,31,4,0,0.0215,0.0039,-26.3,5.3,378.66867,368.60794,390.95532,370.08484,358.5079,381.2859
121387251937686656,20937,52.33572638919244,31.103344037929062,18.312275,30,31,4,0,0.0513,0.0093,-5.5,5.3,1547.9653,1172.1117,2292.7812,1240.1395,1021.75726,1575.6871
121387324953067520,20925,52.36317393071783,31.113356974130916,17.64538,18,31,4,0,0.052,0.0051,-13.9,2.8,1923.5413,1528.3213,2477.7424,1715.537,1487.1376,1891.6797
121387428032282112,20924,52.36265852586348,31.134598224240182,17.531538,17,31,4,0,0.0461,0.0029,-22.4,1.8,991.11176,841.8534,1226.7168,942.84705,802.25745,1135.6304
121387462392021888,20911,52.316918165013384,31.125131734589917,16.24211,4,31,4,0,0.0451,0.0012,-13.8,0.8,370.44257,360.43634,381.6922,369.47205,361.33914,379.07404
121387496751759232,20916,52.32598166732869,31.132044048087398,17.521376,9,31,4,0,0.0332,0.0048,-12.8,4.2,813.9318,742.2743,883.7222,823.6478,758.2121,888.57
121387496751759872,20914,52.32301960595488,31.125816739634065,17.92565,7,31,4,0,0.0388,0.0025,-16.7,1.9,2801.7185,2005.626,3872.9927,1954.688,1703.7758,2399.5671
121387496751760000,20912,52.317686266132895,31.1261674176435,17.05964,5,31,4,0,0.0392,0.0021,-22.4,1.5,390.40967,376.9843,407.64026,382.4798,370.29462,391.72253
121388321385478272,198,52.483457568418615,31.1459273482563,12.501772,45,0,0,0,0.0351,0.0026,12.0,2.0,561.07074,550.4136,572.64795,561.05615,551.74554,570.1592
121389249098409344,196,52.508699595097426,31.225752439835162,14.9013195,43,0,0,0,0.0058,0.0038,25.0,19.0,3431.4758,3159.5657,3801.9417,2906.565,2779.9983,3862.94
121389695775010688,20941,52.41854081383193,31.212954688524757,15.249514,34,31,4,0,0.0034,0.0006,41.4,5.2,1030.3109,992.1979,1065.495,1027.3204,987.859,1067.2408
121390486049061248,20935,52.3008984389308,31.136541916049776,15.7406645,28,31,4,0,0.0039,0.0008,71.8,6.0,278.6769,274.70197,283.23212,278.7925,275.31897,283.49164
121390550472589184,20934,52.28991642641347,31.1524509477456,18.121885,27,31,4,0,0.0461,0.0061,-18.9,3.8,2214.435,1710.4232,2833.6504,1856.1948,1458.3691,2228.167
121390623488012160,20909,52.312109299047634,31.15756384249258,15.683253,2,31,4,0,0.0453,0.0006,-22.2,0.4,1450.4705,1219.5585,1715.0769,1332.5957,1140.6174,1662.9198
121390657847687936,20918,52.33335758627004,31.165056531834075,15.377226,11,31,4,0,0.0575,0.001,-16.0,0.5,1057.3998,998.4051,1106.5944,1045.9507,999.2342,1097.6814
121390657847688192,20917,52.32765431667088,31.166540488951885,15.362349,10,31,4,0,0.044,0.0004,-23.6,0.3,547.1016,535.33057,559.9674,541.76996,529.5001,558.83344
121390864006118528,20933,52.280842350646665,31.180351354017663,17.033176,26,31,4,0,0.0311,0.0017,-13.0,1.6,325.05927,312.6345,338.27264,315.4415,306.41608,324.94742
121392062300963584,163,52.238429974951615,31.23859721656286,9.680346,10,0,0,0,0.0011,0.0012,21.0,31.0,276.07385,273.75998,278.24283,276.11816,274.1435,277.9524
121392238395650688,179,52.30168515911431,31.24895941982625,14.396694,26,0,0,0,0.0116,0.0059,44.0,15.0,257.5937,255.75005,259.4239,258.19458,256.2718,259.60114
121392375834602112,20913,52.3195226027703,31.271662700671513,14.840146,6,31,4,0,0.0087,0.0014,-62.5,4.7,1085.4187,840.17145,1450.1282,1540.6094,1374.76,1683.5905
121392478913818880,20930,52.2620970907748,31.26688818710372,15.503506,23,31,4,0,0.0068,0.0015,66.4,6.5,342.08536,298.40668,385.42908,316.83377,278.24323,381.85745
121392513273556992,20931,52.26570947602043,31.26770535228855,17.413364,24,31,4,0,0.0758,0.0054,57.7,2.0,285.6772,266.81042,307.35602,274.76364,260.26352,293.13116
121392856870938752,20940,52.41555703907003,31.247952067651134,16.124405,33,31,4,0,0.0138,0.0019,13.6,4.0,2488.5537,2252.4966,2757.8137,3082.7927,2006.9081,3471.2358
121393578425442816,183,52.39294204806337,31.295336784772548,14.967317,30,0,0,0,0.0057,0.0054,-58.0,27.0,275.41992,270.51874,279.78238,274.68625,271.2745,278.63422
121393750224130688,194,52.428463787253705,31.33742629345348,14.83524,41,0,0,0,0.0349,0.0048,-63.0,4.0,597.3736,584.0735,610.8994,592.99994,583.2668,602.61804
121393784583875456,20920,52.34118583652959,31.260023850049457,14.555713,13,31,4,0,0.0094,0.0009,49.4,2.8,272.07803,269.14066,275.47705,271.34457,268.32852,274.76697
121399866257556864,195,52.523299462636544,31.372637210549073,13.506689,42,0,0,0,0.0174,0.0033,-52.0,5.0,464.07544,460.50656,468.697,462.67728,459.72934,465.22525
121401137567874688,193,52.481970242355075,31.430729287088674,15.217691,40,0,0,0,0.0104,0.0042,-66.0,12.0,5054.7246,4331.8965,6199.6895,4465.1826,4118.6016,4877.9185
121403061713265920,686,52.502837357733426,31.49120308112644,11.174289,21,3,52,0,0.0075,0.001,49.0,4.0,204.65218,203.64983,205.63966,205.06462,204.1164,205.7997
121404367383293056,20932,52.26697714636147,31.28537778470957,16.99127,25,31,4,0,0.0138,0.0052,86.3,11.9,296.54715,287.54855,304.3037,291.67975,285.63113,299.5686
121406738205233152,172,52.32806260334157,31.390343135711174,14.443909,19,0,0,0,0.016,0.0078,-77.0,14.0,287.8626,285.28915,290.18845,288.86835,286.7317,291.23825
121406905707934464,156,52.33243995235641,31.415803700393415,10.32428,3,0,0,0,0.0163,0.0009,-75.0,2.0,284.7845,283.01,286.86984,284.68234,282.97147,286.77505
121407013083143936,184,52.26611203414784,31.36348075129501,15.415469,31,0,0,0,0.0328,0.0046,-57.0,4.0,298.36926,293.7078,303.11795,297.10208,293.15134,302.23862
121408937228493568,185,52.15397919192405,31.386642623023285,15.218478,32,0,0,0,0.0206,0.0051,-36.0,7.0,370.8871,330.2116,421.44968,347.70602,320.2444,387.4669
121412854238659712,155,52.35803884418105,31.444421226946503,15.053732,2,0,0,0,0.0096,0.0057,-74.0,17.0,292.80173,289.99945,295.96594,291.87906,288.84412,295.0845
121412854238885120,154,52.361795661044304,31.446466848486995,14.16322,1,0,0,0,0.0147,0.0069,-89.0,13.0,263.28308,248.23524,283.17004,260.61612,243.55493,279.3635
121413438354208384,685,52.42648235251993,31.487497876476592,13.490696,20,3,52,0,0.006,0.0014,51.0,7.0,264.35428,263.14386,265.51718,264.07806,262.81512,266.00964
121414812743740928,160,52.49895747931009,31.504992452714994,13.332717,7,0,0,0,0.0233,0.006,32.0,7.0,1346.0151,1289.0759,1413.8113,1303.7153,1262.6875,1343.6803
121417698961765504,188,52.311088284773696,31.550196220231566,14.853424,35,0,0,0,0.0069,0.0033,27.0,14.0,264.7613,262.57217,266.90662,264.40384,262.35703,266.76566
121420172862923904,189,52.34266812732593,31.62443876424522,16.005743,36,0,0,0,0.0084,0.007,23.0,24.0,301.48373,296.03336,306.6739,300.55917,296.04492,305.11993
121427113530073600,688,52.5674986984383,31.55730465245049,13.041684,23,3,52,0,0.0015,0.0017,-79.0,32.0,416.30426,412.48422,420.3203,415.981,411.59756,420.2599
121427250969025536,175,52.586572693469115,31.579915204636,14.045988,22,0,0,0,0.0011,0.0064,-47.0,166.0,755.5179,742.9673,766.86646,750.8278,737.87885,765.127
121427560206668544,691,52.66991008420335,31.61594894106619,11.308316,26,3,52,0,0.0009,0.0009,48.0,31.0,111.69863,103.46592,121.135124,110.89596,104.2567,118.18212
121428552343102592,692,52.80470487506711,31.638634180628532,12.391063,27,3,52,0,0.0137,0.001,20.0,2.0,419.16208,415.33893,422.56857,418.28714,414.15262,422.08252
121432404929813760,696,53.03012095383721,31.682837228518594,13.137518,31,3,52,0,0.0293,0.0011,-36.0,1.0,1464.2096,1426.6101,1497.8562,1451.6654,1424.1755,1485.4205
121439276877453824,176,52.561451652501404,31.610440827741943,13.567697,23,0,0,0,0.0162,0.0055,27.0,10.0,2037.8213,1972.8348,2123.9946,2063.5361,1992.409,2138.3254
121440651266985088,212,52.58415737646398,31.68312358069411,14.294554,59,0,0,0,0.0049,0.0027,-8.0,16.0,1289.8444,1250.2529,1328.683,1294.1224,1253.5056,1341.8644
121444774435589760,191,52.4215481517921,31.74361281045887,13.406208,38,0,0,0,0.0112,0.0031,67.0,8.0,272.26596,270.0247,274.25446,272.09875,269.42413,274.69052
