#Name   JD    PD[%] sPD EPVA[deg] sEVPA q sq u su
Mark_26          2460829.35684    0.372  0.048   7.110   3.720   0.00360   0.00048   0.00091   0.00048
Mark_76          2460830.36228    1.233  0.098 -24.680   2.280   0.00803   0.00098  -0.00935   0.00099
Mark_81          2460830.38151    0.279  0.093 -28.020  10.340   0.00156   0.00092  -0.00231   0.00094
