#Name   JD    P[%]   sP[%]    PA[deg]  sPA[deg]   q        sq       u        su
Mark_26         2460829.35684   0.28   0.02    9.96    2.32  0.00266  0.00022  0.00096  0.00030
Mark_76         2460830.36228   1.27   0.09  -24.12    2.05  0.00843  0.00088 -0.00944  0.00092
Mark_81         2460830.38151   0.46   0.09  -14.76    5.47  0.00397  0.00083 -0.00225  0.00092
