Name,ra,dec,p_percent,sigma_p_percent,FilterID,sample,r_med_photogeo,distance_class,ebv,ebv_err,ipix
6986,196.5943141744985,22.61599168502199,0.08,0.04,0,Panopoulou+2025,182.51352,middle,0.05556658,0.0014378551,28701282
6714,186.8877145001317,17.834233148083452,0.09,0.034999999999999996,0,Panopoulou+2025,235.93207,background,0.08202862,0.0022766269,28712839
10467,184.11821766277035,16.028386213575217,0.08,0.02,0,Panopoulou+2025,248.47908,background,0.11437006,0.004196972,28713113
48772,184.77628126563016,16.547634275964707,0.0007999999999999999,0.0006000000000000001,20,Panopoulou+2025,27.44567,foreground,0.100340895,0.0036397218,28714116
10466,183.80651719697173,16.907490198302867,0.13,0.01,0,Panopoulou+2025,288.73737,background,0.08566009,0.0031157136,28715409
10485,184.74679327474672,18.450118934935208,0.2,0.03,0,Panopoulou+2025,245.91417,background,0.05311125,0.0014337931,28720012
6767,188.78232141709483,18.377162032190192,0.08,0.01,0,Panopoulou+2025,112.19432,foreground,0.057369895,0.0010051499,28722928
10475,187.472826803316,17.909815697478248,0.13999999999999999,0.02,0,Panopoulou+2025,227.97124,background,0.07193385,0.0016073603,28723372
11518,187.0213363945747,18.330640768166,0.16999999999999998,0.03,0,Panopoulou+2025,334.42923,background,0.06347842,0.0014817788,28729358
10445,187.39404473752745,18.82831101730795,0.44,0.04,0,Panopoulou+2025,520.6087,background,0.06218502,0.0015012929,28729663
10476,187.3529093655896,19.31534343707705,0.18,0.02,0,Panopoulou+2025,286.91974,background,0.07229494,0.001936058,28730917
11516,187.5360417240259,19.341807268959933,0.27,0.01,0,Panopoulou+2025,408.46014,background,0.0620576,0.0015691926,28730946
10447,187.7215846629333,19.891654276439123,0.18,0.02,0,Panopoulou+2025,586.6923,background,0.062719986,0.0016879509,28731340
10481,185.83597203965883,19.65975126637421,0.19,0.04,0,Panopoulou+2025,425.86902,background,0.060248602,0.0013408639,28732139
10487,187.0241687071146,20.35439450004905,0.13999999999999999,0.02,0,Panopoulou+2025,462.88715,background,0.07224099,0.0019997635,28733244
6893,187.4302919122508,20.895967030089807,0.03,0.01,0,Panopoulou+2025,82.755554,foreground,0.067913674,0.0017936388,28736216
6869,183.03863464056096,20.54198208549202,0.09,0.032,0,Panopoulou+2025,110.4639,foreground,0.06731467,0.001592535,28751394
10470,182.91704785401475,21.31919056158047,0.08,0.03,0,Panopoulou+2025,447.22992,background,0.057205822,0.001055392,28753312
6896,186.6569379490689,20.95220775384171,0.19,0.06,0,Panopoulou+2025,467.1619,background,0.058262017,0.0014443835,28755442
10486,184.835572116784,21.147036170590987,0.06,0.02,0,Panopoulou+2025,302.05255,background,0.056772184,0.0010501678,28756960
10589,187.8901641134584,21.57676397858392,0.15,0.02,0,Panopoulou+2025,92.12288,foreground,0.053254314,0.0013057926,28759106
7075,186.31322150232552,23.9260212052633,0.06,0.02,0,Panopoulou+2025,134.53467,foreground,0.04307956,0.00072890316,28768254
6892,192.06843975153325,20.87922330019477,0.263,0.033,0,Panopoulou+2025,321.13263,background,0.04458668,0.00066300575,28772116
6905,191.627989629478,21.052616140095765,0.21,0.04,0,Panopoulou+2025,219.37376,background,0.044436503,0.0006264337,28772266
6940,192.4581280123384,21.64084734215838,0.22,0.05,0,Panopoulou+2025,178.00235,middle,0.04645727,0.00080795225,28775305
11530,193.52082387459296,21.735052367565057,0.26,0.02,0,Panopoulou+2025,204.16747,background,0.04594213,0.00084507314,28775538
6939,191.9626130292332,21.63659745764265,0.13,0.03,0,Panopoulou+2025,533.52496,background,0.04122041,0.0006092538,28776508
7001,192.57256401209543,22.863119489578537,0.03,0.02,0,Panopoulou+2025,112.26615,foreground,0.047402594,0.00087732903,28778284
6906,189.780085588556,21.062518514831567,0.02,0.02,0,Panopoulou+2025,83.56941,foreground,0.06939342,0.0019755336,28778646
6952,188.78412717134947,21.88129422630378,0.29,0.05,0,Panopoulou+2025,187.51265,middle,0.06336797,0.0016455823,28781104
6990,189.758867313479,22.659412701252656,0.03,0.032,0,Panopoulou+2025,125.88125,foreground,0.06489512,0.0019548945,28782163
7046,195.6274036759952,23.499534899885933,0.05,0.01,0,Panopoulou+2025,157.64143,middle,0.07413728,0.0025661336,28790848
7099,191.9972026469849,24.09561934087493,0.18,0.034999999999999996,0,Panopoulou+2025,204.02296,background,0.03257994,0.00016289884,28796952
6987,188.7125201348698,22.629307200604952,0.02,0.032,0,Panopoulou+2025,108.57214,foreground,0.042991616,0.0006960307,28803473
7115,188.69020987760555,24.22419436696664,0.33999999999999997,0.04,0,Panopoulou+2025,363.08215,background,0.05376536,0.0015277759,28806981
7124,188.39252210704848,24.28294418702869,0.046,0.013,0,Panopoulou+2025,85.06938,foreground,0.051053356,0.0013311509,28807060
7103,187.36258815879484,24.108927749508783,0.02,0.03,0,Panopoulou+2025,60.3765,foreground,0.037571132,0.00054119155,28811726
7116,186.89484690135976,24.2273498668169,0.25,0.066,0,Panopoulou+2025,372.65247,background,0.042867016,0.0008088568,28812167
10452,187.90594888811864,24.21709186822164,0.13,0.03,0,Panopoulou+2025,902.6987,background,0.039224684,0.00074037444,28812361
7162,187.75227445791788,24.56712552519047,0.074,0.021,0,Panopoulou+2025,82.42542,foreground,0.040161077,0.0006613084,28812541
7247,188.43077002714344,25.175830807091582,0.3,0.08,0,Panopoulou+2025,600.313,background,0.057446975,0.0019823227,28815603
7315,190.8981781150965,25.780446095905727,0.08,0.076,0,Panopoulou+2025,465.65903,background,0.03546327,0.00016113376,28821808
28434,174.4908392926814,15.776898606782666,0.1,0.021,0,Panopoulou+2025,341.29553,background,0.2017385,0.00965938,28903096
11508,176.26619538096028,17.159900981309654,0.06,0.01,0,Panopoulou+2025,270.03482,background,0.08062056,0.002735676,28907400
6670,173.6770032009834,16.79691467702758,0.0,0.2,0,Panopoulou+2025,303.45767,background,0.17757554,0.006496453,28910799
