Name,ra,dec,p_percent,sigma_p_percent,FilterID,sample,r_med_photogeo,distance_class,ebv,ebv_err,ipix
10568,199.1847417767847,19.815294765021093,0.08,0.02,0,Panopoulou+2025,93.14232,foreground,0.06798579,0.002046035,28665713
10567,198.9903442233024,21.38170128472897,0.18,0.02,0,Panopoulou+2025,150.40343,middle,0.056044184,0.0015056226,28671658
10598,196.05180717253933,19.397284840504163,0.12,0.04,0,Panopoulou+2025,195.37265,middle,0.059957962,0.0014101254,28677701
6847,193.006057216531,20.16965730945409,0.19,0.03,0,Panopoulou+2025,134.5277,foreground,0.06193342,0.0015357475,28683715
10456,193.4419180779172,20.65084836193759,0.15,0.02,0,Panopoulou+2025,361.55286,background,0.04971315,0.0010383205,28686559
6914,193.32370384330227,21.244858547528302,0.012,0.043,0,Panopoulou+2025,81.97303,foreground,0.041065335,0.0005926736,28687335
6936,193.6580027429304,21.5850817071288,0.129,0.015,0,Panopoulou+2025,252.08682,background,0.047668677,0.0009861677,28688109
10561,196.97861987126907,19.932485395552508,0.22,0.02,0,Panopoulou+2025,146.48203,foreground,0.035948426,0.00062155514,28688595
10563,197.4277964710955,20.13398574347265,0.19,0.03,0,Panopoulou+2025,172.37488,middle,0.037195086,0.00057101157,28688753
10566,198.1143677342611,20.841565792211703,0.19,0.03,0,Panopoulou+2025,115.057236,foreground,0.05521936,0.0014209056,28689788
6911,196.58817276955995,21.153192347741985,0.02,0.03,0,Panopoulou+2025,49.16299,foreground,0.058301404,0.0017442912,28691973
10559,196.264419242409,21.493984909873497,0.19,0.04,0,Panopoulou+2025,208.60677,background,0.04511527,0.00093940494,28697616
