#Filename  optimal_apeture
43_Mark_81_01_i_8.00_2025_06_03-21_08_10.fits   8.0
43_Mark_81_02_i_8.00_2025_06_03-21_08_28.fits   8.0
43_Mark_81_03_i_8.00_2025_06_03-21_08_46.fits   8.5
43_Mark_81_04_i_8.00_2025_06_03-21_09_04.fits   8.5
43_Mark_81_05_i_8.00_2025_06_03-21_09_23.fits   8.0
43_Mark_81_06_i_8.00_2025_06_03-21_09_41.fits   7.0
43_Mark_81_07_i_8.00_2025_06_03-21_09_59.fits   9.0
43_Mark_81_08_i_8.00_2025_06_03-21_10_17.fits   9.0
43_Mark_81_09_i_8.00_2025_06_03-21_10_36.fits   8.5
