#Filename  optimal_apeture
3_ST_Z_BD+35.2256_00_R_9.00_2025_04_14-23_14_30.fits   11.0
3_ST_Z_BD+35.2256_01_R_9.00_2025_04_14-23_14_49.fits   11.0
3_ST_Z_BD+35.2256_02_R_9.00_2025_04_14-23_15_08.fits   11.0
3_ST_Z_BD+35.2256_03_R_9.00_2025_04_14-23_15_27.fits   11.0
3_ST_Z_BD+35.2256_04_R_9.00_2025_04_14-23_15_46.fits   11.0
3_ST_Z_BD+35.2256_05_R_9.00_2025_04_14-23_16_06.fits   12.0
3_ST_Z_BD+35.2256_06_R_9.00_2025_04_14-23_16_25.fits   11.0
3_ST_Z_BD+35.2256_07_R_9.00_2025_04_14-23_16_44.fits   11.0
