#Name   JD    P[%]   sP[%]    PA[deg]  sPA[deg]   q        sq       u        su
Mark_26         2460829.36716   0.13   0.04   26.06   11.05  0.00078  0.00020  0.00100  0.00054
Mark_76         2460830.36703   0.35   0.14  -33.19   12.43  0.00140  0.00060 -0.00319  0.00145
Mark_81         2460830.38402   0.38   0.11  -38.63    8.77  0.00084  0.00118 -0.00370  0.00109
