pix,n_stars,ra_mean,dec_mean,l_mean,b_mean,q_gal,sq_gal,u_gal,su_gal,Q_planck_KCMB,U_planck_KCMB,I_planck_KCMB
46789,2,172.39480500000002,16.012695,239.09935465406082,68.01021956794277,0.25215526121025084,0.05953503790405383,-0.10416804128476312,0.04955885487064905,-9.03542342248585e-05,4.6747040659263836e-05,0.0009715672219311479
46791,1,172.38141,16.22388,238.60929734115598,68.11628456253308,0.2801991007679662,0.11012763499034861,-0.27969351785270796,0.11001774407536517,-3.075288037253782e-05,2.792203848352639e-05,0.0005377599648372423
46800,3,172.83462,15.871346666666668,240.05267593776193,68.28062283141027,0.5542963879526341,0.02532506395035301,-0.2566024694224527,0.04681634461922305,-6.622785710517426e-05,3.463391790531045e-05,0.0012089571284218548
46801,1,173.3679,15.93255,240.71335369798726,68.73679507045068,-0.4998512230316566,0.2603839133306832,0.0707160153979076,0.29289796462010315,-3.7542053368204056e-05,6.850129135914086e-05,0.0013244935018411753
46802,2,172.958435,16.13866,239.63492954440426,68.5297423492152,0.4130299565812638,0.04494211375647941,-0.39520746747148333,0.04321061934451979,-4.0564076217981775e-05,2.3733443887033637e-05,0.0013538541654635615
46803,3,173.72153333333333,16.09732,240.88188843638622,69.10953868182419,0.28502803325178167,0.048978384491971956,0.03154261972949508,0.0400709468468539,-6.065126626912462e-06,0.00012210374143070089,0.0015322732869904447
46804,3,174.07373666666663,15.62482,242.51211632130045,69.1079721670823,0.16622345240962685,0.044652863262870206,-0.11759615339663984,0.04785165405217722,-6.255333987757196e-05,1.2766123770838088e-05,0.0012028697556706017
46805,1,174.25673,15.47786,243.13858624176154,69.1612447546593,0.23289315611431155,0.06725094632169272,-0.0767188232125266,0.08323046448769106,-6.605062837959103e-05,1.5840437567376444e-05,0.0009809902233059915
46806,3,174.10244999999998,16.115740000000002,241.4358345574802,69.4189365510454,0.14539094778903527,0.05684140344159246,-0.25567275400733014,0.05712865042943104,1.0385716000800402e-05,2.9428962053252163e-05,0.001135665269052124
47004,1,178.98677,15.56845,252.01320448589001,72.68988958311755,0.41715506121322454,0.06874816237254289,-0.1750275832667264,0.08753679323803494,-9.666192759756105e-05,-7.388737496161901e-05,0.0012885730243535148
47005,1,179.33209,15.55869,252.82575525620265,72.92023647507459,0.49966177657231947,0.06274057107291764,0.13660200962135763,0.061266799667064116,-0.0001556248737345129,-0.00010928141873546443,0.0015837643222935305
47006,2,179.17622,16.05959,251.2386223902067,73.16067863103554,0.30669797522249564,0.03453688173006971,0.24195723839670186,0.03669846089501745,-0.00019316578920725543,-0.00021996906854010296,0.002040595677513095
