pix,n_stars,ra_mean,dec_mean,l_mean,b_mean,q_gal,sq_gal,u_gal,su_gal,Q_planck_KCMB,U_planck_KCMB,I_planck_KCMB,sQ_planck_KCMB,sU_planck_KCMB
4183008,1,196.41862,21.67955,334.4320335116012,83.66122736962036,-0.05968382059011086,0.07301768997940504,-0.07756185634554823,0.06646365134471241,2.3931445146867635e-05,1.6804498407698661e-06,0.0011071511956713314,0.0,5.038183114556745e-05
4183185,1,197.54263,22.04166,343.8692817428304,83.36765724040328,-0.05745557701143463,0.06007621301050955,0.1574288940134025,0.05223838273066926,5.893438506511844e-06,8.595344448647046e-06,0.0007596706374082877,0.0,5.4333244852596114e-05
4183215,1,197.23097,22.05471,341.943139077595,83.55614845559394,-0.22256956016930246,0.07460410300941524,0.1286848510355561,0.06340526645445595,2.5465570656154052e-05,1.2519545740883565e-05,0.0007089223934821482,0.0,5.365549815186274e-05
4183680,1,196.76332,22.12418,339.1087459742419,83.86643596053777,0.11097259131824692,0.0630048908279086,0.041110630937913714,0.05975268807144427,3.523357723337615e-05,-5.148028826201469e-06,0.0008180452693506354,0.0,5.2662846091534994e-05
4184073,1,195.59358,20.45045,324.0367740753542,82.869738894935,-0.06262319910814253,0.059765477104369504,0.07929902227305165,0.058378829608746734,6.722257038985885e-05,2.584051901994316e-05,0.0006816053054916199,0.0,4.2167784572953166e-05
4184089,1,195.69051,20.66197,325.336499610077,83.03573468477869,-0.2693071424954063,0.06298173985902149,0.008164741328353915,0.06303412127039246,5.788609892605708e-05,3.231524579001774e-05,0.0007899913598597551,0.0,4.3616121375329475e-05
4184117,1,195.64954,20.84596,325.59929832078296,83.22102265750569,-0.3961818244372164,0.05681205622164941,0.1471222688297005,0.06403428978186723,8.623647137304097e-05,2.0178039120176535e-05,0.0010640757613713295,0.0,4.3708034310197216e-05
4184149,1,196.00069,21.20325,329.4046480515568,83.41918483803049,-0.28680854775368614,0.09418500637475369,0.12716075233900412,0.08618111495094277,9.678364017125718e-05,-2.3558110659499898e-05,0.001201360777743916,0.0,4.72643688952675e-05
4184171,1,195.53589,21.06934,325.45289159379365,83.4677505593828,-0.5582318222018017,0.08477374315341614,0.11504013508882914,0.06665142512923963,9.343911177473816e-05,-1.736554743716325e-05,0.0013923009967293917,0.0,4.333092212706502e-05
4184217,1,195.31955,20.94358,323.41048832277545,83.42047534633483,-0.5439343792864064,0.04778225942569688,-0.06678615897258733,0.054128141333094015,0.00011723048237278394,1.8960077050564078e-06,0.0014186143998395346,0.0,4.069168573634198e-05
4184243,1,195.19397,21.0621,322.77678604280936,83.5709386331951,-1.0908281463562217,0.6642964441199019,0.40831232545326046,0.4765713318377997,0.00014590277366930207,-8.46104629103332e-06,0.0016874337704714973,0.0,3.9917093989892066e-05
4184252,1,195.18161,21.12106,322.850521235993,83.63045105852886,-0.6134449309779157,0.18615609870137378,-0.21825287319414657,0.1356573142749199,0.0001437900030930159,-1.5106202834475133e-05,0.0017563610146993387,0.0,4.0194584969914733e-05
4184359,1,195.918,21.60229,330.33467476098343,83.81221850642694,-0.2556222533971283,0.056063501600735484,0.14841584675557504,0.043091574446338474,3.757046669635195e-05,-4.6315254944065865e-05,0.0013728785008244064,0.0,4.765542912683682e-05
4184444,1,196.11522,22.33433,335.29638166249873,84.3681693681234,-0.003314851272545302,0.07265280904334702,0.2429959089388974,0.0694375211115068,-6.923338459038841e-06,-1.1839322392230823e-05,0.0007344456319282018,0.0,5.080713842557771e-05
4184490,1,195.3929,21.76202,326.7250106356816,84.15969889097572,-0.10859378578424372,0.0380267141318831,0.1306039420884599,0.03713447202172185,1.9539478864136384e-05,-1.5816453485437548e-05,0.0010499210011834163,0.0,4.401382243094826e-05
4184492,1,195.46664,21.80978,327.52938173795894,84.17672282020298,0.011923615741970284,0.06750760028215848,0.16245253887716818,0.07701768565819354,6.289083061474927e-06,-1.9318864510926574e-05,0.0010844570648478147,0.0,4.493108639804719e-05
4184618,1,194.58873,21.12631,318.0255604431972,83.79433355803945,-1.713033406368694,0.07163436702970294,0.6576796702535886,0.07502344607023732,0.00022355141715901507,-1.0863285069225652e-05,0.0020013945795412926,0.0,3.443307459422219e-05
4184633,1,194.76712,21.33237,320.0387775034739,83.94903224645704,-0.37316675454799525,0.11797779923208801,0.087524701085558,0.11803066927012294,0.00012081719314853152,-6.015547180514908e-06,0.001328239802003355,0.0,3.7154890811550464e-05
4184760,1,194.34177,21.59279,316.95286304953913,84.30242142452,-0.03253212905007824,0.07243181870780481,0.07543646717250918,0.06022982349865964,3.726691820977111e-05,4.299676454782115e-05,0.0010774564766534082,0.0,3.3597815929079926e-05
4185023,1,194.83186,22.69265,325.31888518822205,85.21753282344406,-0.12368015756056676,0.05633363021687531,0.2828307243313452,0.07576623328758236,4.909663080175889e-06,-6.44168404504823e-07,0.0009612896377432022,0.0,4.3084057244242315e-05
4186536,1,192.14723,19.79486,297.6950313316998,82.63762158438635,-0.0059678554668022325,0.022756400154614925,0.22741676433615746,0.056974961623532855,6.25500501697006e-05,-4.9436197347444165e-05,0.0009186998333750632,0.0,0.0
4186571,1,192.54263,20.07625,300.50925053518074,82.94203503918622,0.32022071331002433,0.0500352107885169,0.2772574521400989,0.05004475678179165,5.317360720581792e-05,-4.981927923658838e-05,0.0009164684273755158,0.0,0.0
4186740,1,191.77885,20.02359,294.7739446925729,82.82677224451463,0.10670793192055184,0.04869482867362909,-0.060616971759061646,0.044652140603177265,7.5225915277552e-05,-4.89069446732623e-05,0.000897362250705692,0.0,0.0
4186759,1,191.25285,19.86747,291.13174702695176,82.59153962093967,-0.006042579336400698,0.05032325201750945,0.2986645061519083,0.0516872354298644,4.455750668156766e-05,-6.483078344166442e-05,0.0006995280988845733,0.0,0.0
4186918,1,191.89113,20.23809,295.39863983782965,83.05311267606609,0.1090238505818269,0.051635081351532414,0.24982153631004572,0.07899252099927324,1.622647873350937e-05,-5.006409537318514e-05,0.0007710409718672158,0.0,0.0
4187218,1,193.55878,20.50641,308.5948005734973,83.347380127429,-0.20100223082988167,0.04861142367657222,0.22747330217282855,0.048434796253693416,6.120573212173378e-05,-1.5870680943685738e-05,0.0009413468136568845,0.0,1.5140704573754292e-05
4187457,1,193.98224,21.10127,312.8160849080531,83.8866433834679,-0.9948758725641096,0.061121127447647666,-0.13148002962351907,0.09914236117587887,0.0001991881444821625,3.421227771643365e-05,0.002027185332698961,0.0,2.5745995328389483e-05
4187471,1,193.8681,21.30298,312.11659137488806,84.1026457255804,-0.16824663687183544,0.09264644312846802,0.24362074866750727,0.08510368132838639,8.325966744176628e-05,2.0669226732171295e-05,0.0016934809167043312,0.0,2.5110176901480137e-05
4187531,1,193.23315,21.16364,306.281802052109,84.02566330486206,0.15412363210856858,0.12909717531840817,0.16015900232476044,0.129181729841368,0.00017313598812356625,3.470044788671883e-05,0.0016720610230549567,0.0,7.586260580089069e-06
4187571,1,193.25519,21.4134,306.62672844902295,84.27378878618846,-0.0761450930168584,0.04445598109771063,0.47625090531090225,0.05865718834584551,0.00013380733674248985,1.7176317746030475e-05,0.0017230123022445817,0.0,1.060781192340552e-05
4187876,1,192.17618,21.61724,296.34466816092936,84.45399611576381,-0.006592505946043387,0.05755172222341722,0.32323604202710965,0.06551945717967009,6.045111145353483e-05,-6.099432279933784e-05,0.001156736993714861,0.0,0.0
4188267,1,190.74332,20.88957,285.275153383565,83.46915281227551,0.20264062783909276,0.04546856588206748,0.3720077632912763,0.04866836258420957,2.4102951900360958e-05,-7.137439206148817e-05,0.0011749155257765181,0.0,0.0
4188617,1,191.05409,21.70998,285.67340353718595,84.33813228967709,-0.0018948561583944626,0.08047939627896589,0.3769222857833416,0.0860178282367857,2.218881002331235e-05,-5.728296455266805e-05,0.001210163706240296,0.0,0.0
4189237,1,191.74118,21.92971,291.62246314040846,84.70295068291851,0.13474657616290658,0.04612859867217678,0.22514075644443862,0.05580459107045988,2.3347181707292562e-05,-3.489935730217e-05,0.0010244392738736193,0.0,0.0
