#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_149        2460461.36021   0.00402   0.00096    2.61    7.11  0.00400  0.00096  0.00037  0.00094  1030.63  1079.01  1030.98   979.54  1076.84  1024.39   977.42  1024.12
Mark_149        2460461.36045   0.00415   0.00095   -5.01    6.83  0.00408  0.00095 -0.00072  0.00093  1030.14  1078.48  1030.48   979.02  1076.34  1023.79   976.91  1023.52
Mark_149        2460461.36069   0.00226   0.00095  -15.69   13.71  0.00193  0.00096 -0.00118  0.00094  1030.08  1078.41  1030.43   978.93  1076.29  1023.77   976.87  1023.50
Mark_149        2460461.36094   0.00206   0.00094  -29.20   15.25  0.00108  0.00096 -0.00176  0.00093  1031.02  1079.61  1031.37   980.15  1077.23  1024.98   977.82  1024.72
Mark_149        2460461.36118   0.00144   0.00096    0.96   26.45  0.00144  0.00096  0.00005  0.00094  1030.40  1079.08  1030.76   979.61  1076.63  1024.43   977.22  1024.17
Mark_149        2460461.36142   0.00232   0.00095   11.81   13.33  0.00212  0.00096  0.00093  0.00093  1030.53  1078.59  1030.88   979.12  1076.66  1023.89   977.24  1023.62
Mark_149        2460461.36167   0.00203   0.00094  -26.99   15.51  0.00120  0.00095 -0.00164  0.00093  1030.07  1078.88  1030.42   979.43  1076.22  1024.23   976.80  1023.97
Mark_149        2460461.36191   0.00459   0.00096   -4.05    6.16  0.00454  0.00096 -0.00065  0.00093  1030.99  1079.25  1031.35   979.78  1077.18  1024.61   977.78  1024.34
