#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_242        2460459.39047   0.00481   0.00227  -36.06   15.96  0.00148  0.00232 -0.00458  0.00226  1032.07  1084.88  1032.48   985.54  1077.84  1030.51   978.57  1030.29
Mark_242        2460459.39071   0.00276   0.00241   62.17   61.44 -0.00156  0.00247  0.00228  0.00238  1031.32  1084.51  1031.69   985.18  1077.36  1029.99   977.98  1029.70
Mark_242        2460459.39094   0.00254   0.00249   72.00   61.44 -0.00205  0.00252  0.00149  0.00244  1032.18  1084.45  1032.59   985.04  1078.23  1029.87   978.89  1029.56
Mark_242        2460459.39117   0.00264   0.00239  -69.63   61.44 -0.00200  0.00241 -0.00173  0.00235  1032.88  1084.89  1033.32   985.45  1079.07  1030.39   979.74  1030.05
Mark_242        2460459.39140   0.00294   0.00270  -35.56   61.44  0.00095  0.00278 -0.00278  0.00269  1033.29  1084.82  1033.64   985.46  1079.06  1030.17   979.75  1029.90
Mark_242        2460459.39163   0.00266   0.00307   -7.48   61.44  0.00257  0.00307 -0.00069  0.00299  1032.31  1084.32  1032.70   984.93  1078.20  1029.51   978.81  1029.18
Mark_242        2460459.39186   0.00109   0.00320  -82.20   61.44 -0.00105  0.00320 -0.00029  0.00311  1032.64  1084.52  1033.02   985.11  1078.72  1030.32   979.40  1030.02
Mark_242        2460459.39209   0.00565   0.00278   19.54   16.88  0.00439  0.00281  0.00356  0.00273  1032.45  1084.90  1032.81   985.47  1078.48  1030.13   979.10  1029.86
