#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_81         2460830.37777   0.00548   0.00173  -13.45    9.69  0.00489  0.00173 -0.00248  0.00170  1039.40  1084.66  1039.90   985.28  1088.00  1030.25   988.59  1029.86
Mark_81         2460830.37797   0.00423   0.00173  -23.98   13.29  0.00283  0.00175 -0.00314  0.00171  1038.29  1084.57  1038.74   985.19  1086.94  1029.57   987.50  1029.15
Mark_81         2460830.37825   0.00266   0.00171  -30.14   24.85  0.00132  0.00174 -0.00231  0.00170  1038.80  1085.16  1039.15   985.79  1087.72  1030.76   988.30  1030.33
Mark_81         2460830.37847   0.00546   0.00171  -25.69    9.63  0.00341  0.00173 -0.00427  0.00170  1038.12  1084.68  1038.66   985.38  1087.25  1030.20   987.85  1029.82
Mark_81         2460830.37868   0.00837   0.00173   -5.76    6.09  0.00820  0.00173 -0.00167  0.00168  1038.93  1084.73  1039.39   985.39  1087.96  1030.18   988.46  1029.79
Mark_81         2460830.37889   0.00204   0.00173  -11.74   61.44  0.00187  0.00174 -0.00081  0.00170  1039.14  1084.33  1039.48   984.97  1088.15  1030.16   988.73  1029.76
Mark_81         2460830.37910   0.00360   0.00170  -36.44   15.98  0.00106  0.00172 -0.00344  0.00170  1038.38  1084.58  1038.87   985.17  1087.31  1030.12   987.87  1029.69
Mark_81         2460830.37931   0.00517   0.00172  -14.07   10.29  0.00456  0.00172 -0.00244  0.00169  1038.05  1084.34  1038.52   984.97  1086.92  1029.85   987.49  1029.49
Mark_81         2460830.37953   0.00249   0.00175   -9.34   28.58  0.00236  0.00175 -0.00080  0.00172  1037.05  1084.73  1037.31   985.11  1086.58  1030.37   987.14  1029.98
Mark_81         2460830.37973   0.00431   0.00172  -11.98   12.83  0.00394  0.00172 -0.00175  0.00168  1038.88  1084.46  1039.33   985.07  1087.87  1029.88   988.43  1029.45
