#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_75         2460461.37164   0.00465   0.00191    3.05   13.29  0.00462  0.00191  0.00050  0.00185  1032.00  1081.48  1032.39   981.94  1078.32  1026.83   978.89  1026.57
Mark_75         2460461.37199   0.00460   0.00184   35.46   12.95  0.00150  0.00189  0.00434  0.00184  1031.81  1081.60  1032.17   982.14  1077.99  1027.02   978.55  1026.75
Mark_75         2460461.37234   0.00409   0.00187   24.72   15.29  0.00266  0.00190  0.00311  0.00185  1031.22  1081.26  1031.55   981.77  1077.55  1026.67   978.13  1026.42
Mark_75         2460461.37269   0.00480   0.00189  -12.47   12.62  0.00435  0.00189 -0.00202  0.00184  1032.26  1081.42  1032.57   981.89  1078.50  1026.83   979.05  1026.56
Mark_75         2460461.37303   0.00175   0.00190    2.36   61.44  0.00174  0.00190  0.00014  0.00184  1032.00  1081.38  1032.38   981.87  1078.26  1026.81   978.84  1026.52
Mark_75         2460461.37338   0.00472   0.00190  -16.75   13.03  0.00394  0.00192 -0.00260  0.00187  1031.85  1081.29  1032.23   981.80  1077.92  1026.72   978.45  1026.41
Mark_75         2460461.37373   0.00526   0.00190   -8.78   11.42  0.00501  0.00191 -0.00159  0.00185  1032.06  1080.84  1032.47   981.37  1078.33  1026.28   978.92  1026.01
Mark_75         2460461.37407   0.00413   0.00189   16.39   15.36  0.00347  0.00191  0.00223  0.00185  1032.27  1081.03  1032.57   981.47  1078.51  1026.49   979.13  1026.16
