#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_122        2460432.38536   0.00627   0.00333   48.37   18.77 -0.00073  0.00340  0.00622  0.00333  1031.48  1082.99  1032.08   983.61  1078.09  1028.39   978.75  1027.87
Mark_122        2460432.38572   0.00514   0.00472    1.99   61.44  0.00513  0.00472  0.00036  0.00461  1031.68  1083.41  1032.28   984.08  1078.17  1028.90   978.74  1028.40
Mark_122        2460432.38610   0.00212   0.00215  -11.92   61.44  0.00194  0.00215 -0.00086  0.00211  1030.25  1083.09  1030.93   983.75  1076.84  1028.60   977.48  1028.02
Mark_122        2460432.38647   0.00472   0.00197  -22.79   13.61  0.00331  0.00199 -0.00337  0.00195  1031.10  1083.48  1031.73   984.04  1077.68  1028.85   978.34  1028.34
Mark_122        2460432.38684   0.00625   0.00206   -6.42   10.21  0.00610  0.00206 -0.00139  0.00202  1030.85  1082.84  1031.41   983.45  1077.41  1028.26   978.09  1027.75
Mark_122        2460432.38721   0.01036   0.00296  -11.40    8.68  0.00955  0.00297 -0.00402  0.00292  1031.54  1082.92  1032.22   983.46  1078.36  1028.44   978.97  1027.87
Mark_122        2460432.38795   0.00077   0.00352   -0.84   61.44  0.00077  0.00352 -0.00002  0.00343  1031.50  1083.07  1032.18   983.62  1078.19  1028.40   978.83  1027.88
Mark_122        2460432.38832   0.00216   0.00222    6.08   61.44  0.00211  0.00223  0.00045  0.00218  1030.56  1082.67  1031.25   983.30  1077.31  1027.97   977.91  1027.40
Mark_122        2460432.38869   0.00393   0.00221    4.59   20.35  0.00388  0.00221  0.00063  0.00217  1031.14  1083.05  1031.73   983.63  1077.79  1028.44   978.47  1027.87
Mark_122        2460432.38906   0.00258   0.00216   -3.06   61.44  0.00256  0.00216 -0.00027  0.00212  1031.57  1083.37  1032.19   984.05  1078.17  1028.74   978.79  1028.26
Mark_122        2460432.38943   0.00314   0.00266   -4.43   61.44  0.00310  0.00266 -0.00048  0.00258  1031.90  1083.73  1032.46   984.38  1078.37  1029.08   979.00  1028.53
