#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_274        2460459.30715   0.00342   0.00246  -83.20   61.44 -0.00333  0.00246 -0.00081  0.00239  1029.68  1083.40  1030.10   983.95  1075.74  1028.98   976.33  1028.69
Mark_274        2460459.30747   0.00460   0.00242  -72.38   18.54 -0.00375  0.00244 -0.00265  0.00238  1029.52  1083.46  1029.87   984.00  1075.46  1029.09   976.11  1028.76
Mark_274        2460459.30778   0.00483   0.00246   82.14   17.70 -0.00465  0.00246  0.00131  0.00240  1029.61  1083.70  1030.01   984.32  1075.66  1029.28   976.34  1028.93
Mark_274        2460459.30809   0.00415   0.00241  -58.06   21.31 -0.00183  0.00245 -0.00373  0.00239  1029.18  1083.51  1029.54   984.16  1075.23  1029.07   975.84  1028.75
Mark_274        2460459.30840   0.00171   0.00244  -15.36   61.44  0.00147  0.00245 -0.00087  0.00240  1029.68  1083.54  1030.10   984.17  1075.71  1029.30   976.31  1028.98
Mark_274        2460459.30872   0.00309   0.00245   82.95   61.44 -0.00299  0.00245  0.00075  0.00239  1029.97  1083.65  1030.36   984.21  1075.93  1029.32   976.57  1028.99
Mark_274        2460459.30905   0.00287   0.00248   81.03   61.44 -0.00273  0.00248  0.00088  0.00242  1029.87  1084.08  1030.29   984.68  1075.65  1029.60   976.27  1029.32
Mark_274        2460459.30936   0.00366   0.00244  -72.13   26.30 -0.00297  0.00246 -0.00214  0.00240  1029.86  1083.48  1030.28   984.08  1075.63  1028.98   976.21  1028.67
Mark_274        2460459.30968   0.00553   0.00240  -43.40   14.26  0.00031  0.00246 -0.00553  0.00240  1029.35  1083.71  1029.69   984.34  1075.07  1029.39   975.70  1029.10
Mark_274        2460459.30999   0.00163   0.00239  -53.29   61.44 -0.00047  0.00246 -0.00156  0.00239  1029.53  1083.42  1029.93   984.05  1075.61  1028.91   976.25  1028.66
Mark_274        2460459.31030   0.00188   0.00246  -18.97   61.44  0.00148  0.00248 -0.00115  0.00242  1030.15  1083.83  1030.54   984.48  1075.89  1029.20   976.51  1028.89
Mark_274        2460459.31061   0.00674   0.00244  -60.08   11.40 -0.00338  0.00248 -0.00583  0.00242  1030.14  1083.14  1030.48   983.71  1076.16  1028.66   976.83  1028.38
