#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_26         2460829.34667   0.00269   0.00066  -12.21    7.33  0.00245  0.00066 -0.00111  0.00065  1037.72  1081.73  1038.25   982.31  1085.28  1027.34   985.84  1026.94
Mark_26         2460829.34731   0.00362   0.00066   -4.67    5.35  0.00358  0.00066 -0.00059  0.00065  1038.04  1081.57  1038.56   982.15  1085.61  1027.24   986.17  1026.83
Mark_26         2460829.34797   0.00253   0.00066   -6.02    7.85  0.00247  0.00066 -0.00053  0.00065  1038.12  1081.82  1038.65   982.41  1085.74  1027.46   986.30  1027.06
Mark_26         2460829.34862   0.00263   0.00066   -8.96    7.47  0.00250  0.00066 -0.00081  0.00065  1037.93  1081.87  1038.46   982.46  1085.42  1027.48   985.98  1027.07
Mark_26         2460829.34927   0.00254   0.00066   -5.24    7.75  0.00250  0.00066 -0.00046  0.00065  1037.80  1082.03  1038.32   982.62  1085.46  1027.66   986.02  1027.26
Mark_26         2460829.34993   0.00360   0.00066   -1.96    5.36  0.00359  0.00066 -0.00025  0.00065  1038.18  1082.17  1038.70   982.77  1085.67  1027.80   986.22  1027.40
Mark_26         2460829.35058   0.00199   0.00066    6.79   10.28  0.00193  0.00066  0.00047  0.00065  1037.71  1082.41  1038.24   983.00  1085.28  1027.98   985.83  1027.57
Mark_26         2460829.35124   0.00277   0.00065  -18.74    7.02  0.00220  0.00066 -0.00168  0.00065  1037.90  1082.17  1038.42   982.76  1085.45  1027.80   986.00  1027.39
Mark_26         2460829.35189   0.00206   0.00066   -4.70    9.88  0.00203  0.00066 -0.00034  0.00065  1037.94  1082.09  1038.47   982.68  1085.52  1027.65   986.07  1027.25
Mark_26         2460829.35253   0.00150   0.00066    5.70   14.54  0.00147  0.00066  0.00030  0.00065  1037.67  1081.64  1038.19   982.22  1085.33  1027.29   985.88  1026.88
