#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_273        2460432.31693   0.00572   0.00262   22.31   15.38  0.00407  0.00265  0.00402  0.00260  1028.99  1076.69  1029.59   977.19  1075.84  1021.98   976.42  1021.50
Mark_273        2460432.31712   0.00484   0.00295  -21.30   22.92  0.00356  0.00299 -0.00328  0.00289  1029.97  1076.68  1030.55   977.19  1076.95  1022.01   977.53  1021.40
Mark_273        2460432.31730   0.00305   0.00318  -65.24   61.44 -0.00198  0.00322 -0.00232  0.00315  1028.92  1076.15  1029.47   976.61  1075.74  1021.43   976.36  1020.90
Mark_273        2460432.31777   0.00764   0.00214   -5.94    8.48  0.00747  0.00214 -0.00157  0.00209  1030.03  1076.49  1030.62   977.00  1076.91  1021.80   977.47  1021.29
Mark_273        2460432.31795   0.00156   0.00189   17.70   61.44  0.00128  0.00190  0.00091  0.00186  1029.41  1076.95  1030.06   977.40  1076.42  1022.15   976.99  1021.61
Mark_273        2460432.31814   0.00097   0.00185    5.77   61.44  0.00095  0.00185  0.00019  0.00180  1029.12  1076.25  1029.73   976.73  1075.96  1021.51   976.52  1021.02
Mark_273        2460432.31832   0.00472   0.00186  -25.11   12.65  0.00302  0.00188 -0.00363  0.00184  1030.42  1076.12  1031.00   976.58  1077.33  1021.44   977.92  1020.88
Mark_273        2460432.31851   0.00592   0.00191   -3.63    9.95  0.00587  0.00191 -0.00075  0.00187  1030.01  1075.67  1030.61   976.12  1076.85  1020.82   977.40  1020.30
Mark_273        2460432.31890   0.00229   0.00195  -14.28   61.44  0.00201  0.00196 -0.00110  0.00191  1030.69  1077.00  1031.29   977.46  1077.39  1022.34   977.99  1021.78
Mark_273        2460432.31909   0.00667   0.00225   -8.00   10.50  0.00641  0.00225 -0.00184  0.00220  1029.62  1076.92  1030.24   977.45  1076.34  1022.16   976.92  1021.61
