#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_92         2460432.36466   0.01117   0.00290  -30.81    7.80  0.00531  0.00295 -0.00983  0.00289  1027.59  1080.46  1028.27   981.07  1074.17  1026.10   974.73  1025.56
Mark_92         2460432.36499   0.00855   0.00305   -6.59   11.21  0.00833  0.00305 -0.00195  0.00300  1026.96  1079.67  1027.56   980.22  1073.76  1025.13   974.37  1024.57
Mark_92         2460432.36531   0.00592   0.00306   -1.96   18.06  0.00590  0.00306 -0.00040  0.00300  1029.60  1078.56  1030.22   979.13  1076.26  1024.09   976.87  1023.51
Mark_92         2460432.36564   0.00517   0.00298    0.85   21.12  0.00516  0.00298  0.00015  0.00293  1029.19  1080.74  1029.78   981.32  1075.71  1026.19   976.34  1025.60
Mark_92         2460432.36596   0.00975   0.00310    1.88    9.77  0.00973  0.00310  0.00064  0.00305  1028.36  1079.70  1029.02   980.27  1075.22  1025.23   975.77  1024.69
Mark_92         2460432.36628   0.00452   0.00304   -7.05   26.71  0.00438  0.00304 -0.00110  0.00299  1027.39  1078.70  1027.91   979.26  1074.06  1024.10   974.62  1023.54
Mark_92         2460432.36661   0.00635   0.00292   11.33   15.44  0.00586  0.00293  0.00245  0.00288  1027.24  1077.59  1027.80   978.14  1073.73  1023.03   974.27  1022.52
Mark_92         2460432.36693   0.00813   0.00283   -6.82   10.89  0.00790  0.00283 -0.00192  0.00279  1028.74  1082.06  1029.36   982.59  1075.27  1027.53   975.89  1026.98
Mark_92         2460432.36726   0.00677   0.00271  -16.93   12.89  0.00562  0.00272 -0.00377  0.00267  1031.19  1083.40  1031.84   983.96  1077.60  1028.82   978.23  1028.27
Mark_92         2460432.36762   0.00875   0.00293  -18.74   10.41  0.00694  0.00295 -0.00532  0.00289  1030.90  1082.01  1031.43   982.54  1077.69  1027.48   978.30  1026.98
Mark_92         2460432.36794   0.00702   0.00302   15.96   14.14  0.00596  0.00304  0.00371  0.00298  1030.72  1080.89  1031.38   981.42  1077.51  1026.46   978.15  1025.88
Mark_92         2460432.36826   0.00387   0.00288  -19.55   61.44  0.00300  0.00290 -0.00244  0.00284  1030.57  1079.98  1031.19   980.51  1077.40  1025.39   978.00  1024.86
Mark_92         2460432.36859   0.00384   0.00275   26.64   61.44  0.00230  0.00279  0.00308  0.00273  1032.51  1081.48  1033.16   982.06  1079.18  1027.06   979.82  1026.49
