#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_219        2460432.32986   0.00725   0.00322    8.02   14.74  0.00697  0.00323  0.00200  0.00315  1031.30  1077.89  1031.88   978.46  1077.68  1023.19   978.39  1022.67
Mark_219        2460432.33010   0.00514   0.00324  -26.07   24.20  0.00316  0.00330 -0.00406  0.00321  1030.67  1077.12  1031.24   977.57  1076.95  1022.46   977.57  1021.95
Mark_219        2460432.33035   0.00592   0.00337    2.18   20.75  0.00590  0.00337  0.00045  0.00328  1030.53  1076.25  1031.08   976.76  1077.17  1021.53   977.82  1021.06
Mark_219        2460432.33059   0.00793   0.00342   -0.79   14.18  0.00793  0.00342 -0.00022  0.00335  1030.58  1075.20  1031.24   975.59  1077.01  1020.66   977.64  1020.15
Mark_219        2460432.33083   0.00522   0.00353  -63.04   27.02 -0.00307  0.00361 -0.00422  0.00350  1030.33  1078.13  1030.92   978.65  1076.77  1023.57   977.46  1023.08
Mark_219        2460432.33108   0.00683   0.00364    9.93   18.84  0.00643  0.00365  0.00232  0.00353  1029.56  1077.52  1030.21   978.11  1076.04  1022.88   976.67  1022.39
Mark_219        2460432.33132   0.00927   0.00376   -5.60   13.12  0.00909  0.00376 -0.00180  0.00370  1029.82  1081.11  1030.37   981.68  1076.51  1026.52   977.17  1025.98
Mark_219        2460432.33156   0.00349   0.00386  -79.96   61.44 -0.00327  0.00387 -0.00120  0.00381  1029.52  1080.26  1030.18   980.91  1076.18  1025.70   976.79  1025.23
Mark_219        2460432.33181   0.00538   0.00390  -18.49   61.44  0.00430  0.00391 -0.00324  0.00387  1029.52  1079.91  1030.14   980.42  1075.95  1025.39   976.50  1024.86
Mark_219        2460432.33205   0.00145   0.00373  -43.63   61.44  0.00007  0.00379 -0.00144  0.00373  1031.17  1079.04  1031.75   979.59  1077.30  1024.47   977.92  1023.93
