#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_189        2460460.33574   0.00345   0.00147   11.23   13.95  0.00319  0.00147  0.00132  0.00144  1028.92  1082.71  1029.27   983.21  1076.71  1028.28   977.35  1027.95
Mark_189        2460460.33601   0.00545   0.00146  -15.97    8.05  0.00463  0.00147 -0.00288  0.00143  1028.91  1081.86  1029.26   982.43  1076.45  1027.00   977.04  1026.74
Mark_189        2460460.33626   0.00316   0.00145   11.44   15.41  0.00291  0.00146  0.00123  0.00143  1029.10  1082.57  1029.51   983.09  1076.66  1028.06   977.26  1027.74
Mark_189        2460460.33652   0.00225   0.00145   19.85   24.88  0.00173  0.00146  0.00144  0.00143  1028.67  1082.95  1029.08   983.44  1076.02  1028.32   976.62  1028.01
Mark_189        2460460.33677   0.00370   0.00145    9.18   12.54  0.00351  0.00145  0.00117  0.00142  1028.29  1082.94  1028.65   983.55  1075.95  1028.29   976.51  1027.98
Mark_189        2460460.33703   0.00027   0.00143   66.04   61.44 -0.00018  0.00145  0.00020  0.00142  1028.90  1082.72  1029.23   983.21  1076.43  1028.00   977.06  1027.70
Mark_189        2460460.33728   0.00240   0.00146   -3.14   22.80  0.00239  0.00146 -0.00026  0.00143  1029.39  1082.76  1029.83   983.21  1076.98  1028.03   977.55  1027.73
Mark_189        2460460.33753   0.00363   0.00145  -20.07   12.84  0.00277  0.00146 -0.00234  0.00143  1028.60  1082.27  1029.02   982.80  1076.34  1027.51   976.85  1027.28
