#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_14         2460459.34591   0.00334   0.00218   -6.30   25.52  0.00326  0.00218 -0.00073  0.00212  1031.88  1082.15  1032.29   982.72  1077.72  1027.66   978.31  1027.26
Mark_14         2460459.34617   0.00584   0.00216   -2.43   11.73  0.00582  0.00216 -0.00050  0.00211  1030.98  1081.41  1031.45   982.05  1077.00  1026.74   977.63  1026.44
Mark_14         2460459.34644   0.00817   0.00218   17.27    8.02  0.00673  0.00220  0.00463  0.00213  1029.65  1080.73  1030.07   981.31  1075.76  1026.14   976.35  1025.85
Mark_14         2460459.34669   0.02385   0.00220    5.73    2.66  0.02337  0.00221  0.00474  0.00212  1029.70  1084.00  1030.08   984.60  1075.62  1029.36   978.75  1025.91
Mark_14         2460459.34694   0.00189   0.00214   25.26   61.44  0.00120  0.00218  0.00146  0.00211  1031.10  1083.82  1031.46   984.45  1077.36  1029.09   978.02  1028.83
Mark_14         2460459.34720   0.00575   0.00215   25.40   11.88  0.00364  0.00218  0.00446  0.00214  1031.05  1082.90  1031.40   983.38  1077.09  1028.30   977.77  1028.01
Mark_14         2460459.34745   0.00349   0.00214   32.65   23.15  0.00146  0.00217  0.00317  0.00213  1030.11  1082.36  1030.52   982.93  1076.10  1027.52   976.75  1027.19
Mark_14         2460459.34771   0.00825   0.00216   21.58    7.87  0.00601  0.00218  0.00564  0.00214  1029.59  1081.75  1030.00   982.31  1075.72  1027.23   976.38  1026.88
Mark_14         2460459.34803   0.00290   0.00216   20.26   61.44  0.00221  0.00219  0.00189  0.00212  1031.31  1080.78  1031.71   981.35  1077.41  1026.09   978.03  1025.80
Mark_14         2460459.34829   0.00460   0.00219   -7.54   16.15  0.00444  0.00219 -0.00120  0.00213  1030.33  1080.26  1030.69   980.80  1076.08  1025.36   976.74  1025.06
