#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_27         2460829.38832   0.00458   0.00118  -10.00    7.69  0.00431  0.00118 -0.00157  0.00115  1040.81  1083.41  1041.33   984.02  1088.77  1029.02   989.33  1028.61
Mark_27         2460829.38890   0.00364   0.00118   -7.44   10.05  0.00351  0.00118 -0.00093  0.00116  1040.23  1083.57  1040.75   984.17  1088.34  1029.14   988.90  1028.72
Mark_27         2460829.38948   0.00393   0.00119   -0.47    9.25  0.00393  0.00119 -0.00006  0.00116  1040.75  1083.25  1041.26   983.85  1088.81  1028.85   989.38  1028.44
Mark_27         2460829.39006   0.00385   0.00118  -14.88    9.38  0.00334  0.00119 -0.00191  0.00116  1040.99  1083.72  1041.50   984.31  1089.02  1029.28   989.60  1028.87
Mark_27         2460829.39065   0.00379   0.00118   -9.50    9.59  0.00359  0.00119 -0.00124  0.00116  1040.81  1083.41  1041.32   984.01  1088.83  1029.02   989.39  1028.61
Mark_27         2460829.39123   0.00348   0.00117  -31.52   10.43  0.00158  0.00119 -0.00310  0.00116  1040.67  1083.49  1041.18   984.10  1088.74  1029.11   989.30  1028.69
Mark_27         2460829.39181   0.00336   0.00119    1.34   11.13  0.00335  0.00119  0.00016  0.00116  1040.58  1083.57  1041.09   984.17  1088.67  1029.17   989.25  1028.75
Mark_27         2460829.39238   0.00571   0.00119   -1.61    6.15  0.00570  0.00119 -0.00032  0.00117  1040.93  1083.80  1041.44   984.41  1088.94  1029.34   989.51  1028.94
Mark_27         2460829.39296   0.00350   0.00119  -11.96   10.62  0.00320  0.00120 -0.00142  0.00117  1040.94  1084.06  1041.45   984.66  1089.01  1029.66   989.58  1029.25
Mark_27         2460829.39354   0.00396   0.00120  -16.35    9.23  0.00333  0.00120 -0.00214  0.00118  1040.46  1083.64  1040.98   984.24  1088.60  1029.23   989.15  1028.83
