#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_248        2460432.32289   0.00800   0.00249   -8.39    9.55  0.00766  0.00250 -0.00231  0.00242  1032.20  1077.99  1032.80   978.48  1079.02  1023.32   979.63  1022.77
Mark_248        2460432.32309   0.01260   0.00367   -2.44    8.87  0.01255  0.00367 -0.00107  0.00355  1033.25  1077.92  1033.85   978.43  1079.99  1023.25   980.62  1022.70
Mark_248        2460432.32329   0.00747   0.00508   51.22   27.21 -0.00161  0.00525  0.00729  0.00507  1031.34  1077.04  1031.91   977.49  1078.05  1022.28   978.66  1021.75
Mark_248        2460432.32348   0.00244   0.00640  -39.33   61.44  0.00048  0.00664 -0.00239  0.00639  1031.72  1077.26  1032.25   977.71  1078.57  1022.47   979.19  1022.02
Mark_248        2460432.32368   0.00663   0.01018  -77.59   61.44 -0.00602  0.01025 -0.00278  0.00987  1032.66  1078.25  1033.28   978.77  1079.36  1023.61   980.01  1022.92
Mark_248        2460432.32388   0.01127   0.00456  -12.84   13.07  0.01016  0.00459 -0.00489  0.00441  1031.46  1078.49  1032.02   978.98  1078.22  1023.81   978.83  1023.33
Mark_248        2460432.32407   0.00557   0.00432  -24.50   61.44  0.00366  0.00440 -0.00421  0.00426  1031.65  1079.01  1032.28   979.48  1078.42  1024.42   979.08  1023.88
Mark_248        2460432.32427   0.00309   0.00493  -21.95   61.44  0.00223  0.00503 -0.00214  0.00481  1032.24  1078.52  1032.86   979.07  1079.03  1023.83   979.67  1023.26
Mark_248        2460432.32447   0.01085   0.00497   44.25   15.33  0.00028  0.00519  0.01085  0.00497  1031.89  1077.77  1032.42   978.31  1078.59  1023.09   979.29  1022.54
Mark_248        2460432.32466   0.00655   0.00439   14.16   26.57  0.00576  0.00442  0.00311  0.00427  1032.71  1078.76  1033.37   979.28  1079.43  1023.99   980.06  1023.50
Mark_248        2460432.32491   0.00417   0.00443    8.00   61.44  0.00401  0.00444  0.00115  0.00425  1032.71  1078.22  1033.34   978.68  1079.52  1023.47   980.20  1022.98
Mark_248        2460432.32510   0.00502   0.00449    2.65   61.44  0.00500  0.00449  0.00046  0.00431  1032.04  1077.55  1032.65   978.13  1078.86  1022.98   979.41  1022.46
Mark_248        2460432.32530   0.01386   0.00388   10.26    8.48  0.01298  0.00390  0.00486  0.00376  1032.47  1078.39  1033.14   978.94  1079.29  1023.77   979.89  1023.25
Mark_248        2460432.32550   0.00523   0.00272   27.92   18.22  0.00293  0.00279  0.00433  0.00268  1032.21  1078.84  1032.82   979.29  1078.94  1024.16   979.53  1023.60
Mark_248        2460432.32569   0.00342   0.00252    6.15   61.44  0.00334  0.00252  0.00073  0.00243  1031.71  1078.37  1032.36   978.82  1078.57  1023.74   979.19  1023.21
Mark_248        2460432.32589   0.00311   0.00242  -18.83   61.44  0.00246  0.00246 -0.00190  0.00237  1032.15  1078.41  1032.74   978.88  1078.71  1023.73   979.33  1023.19
Mark_248        2460432.32609   0.00507   0.00221    0.49   14.36  0.00507  0.00221  0.00009  0.00215  1031.34  1078.55  1031.94   979.11  1077.94  1023.85   978.54  1023.36
Mark_248        2460432.32639   0.00445   0.00213  -17.16   16.30  0.00367  0.00215 -0.00251  0.00209  1032.70  1078.83  1033.32   979.28  1079.21  1024.14   979.85  1023.56
Mark_248        2460432.32659   0.00566   0.00193   31.61   10.61  0.00255  0.00198  0.00505  0.00191  1031.40  1079.04  1032.04   979.57  1078.03  1024.51   978.61  1023.92
Mark_248        2460432.32678   0.00270   0.00214   -4.30   61.44  0.00267  0.00214 -0.00040  0.00207  1032.44  1078.31  1033.09   978.79  1079.50  1023.59   980.17  1023.11
