#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_70         2460459.29898   0.00429   0.00192  -78.73   14.84 -0.00396  0.00192 -0.00165  0.00187  1031.05  1086.37  1031.39   986.96  1076.88  1031.98   977.50  1031.66
Mark_70         2460459.29921   0.00497   0.00192   14.80   12.35  0.00432  0.00193  0.00245  0.00188  1031.88  1085.56  1032.28   986.17  1077.78  1031.19   978.45  1030.90
Mark_70         2460459.29944   0.00254   0.00191   10.40   61.44  0.00237  0.00192  0.00090  0.00187  1031.46  1085.51  1031.90   986.18  1077.25  1031.10   977.92  1030.81
Mark_70         2460459.29968   0.00251   0.00190   24.45   61.44  0.00165  0.00192  0.00189  0.00188  1031.34  1085.87  1031.74   986.50  1077.28  1031.44   977.93  1031.20
Mark_70         2460459.29991   0.00271   0.00191   -1.48   61.44  0.00270  0.00191 -0.00014  0.00187  1031.56  1085.76  1031.99   986.38  1077.36  1031.42   978.04  1031.09
Mark_70         2460459.30014   0.00104   0.00191   10.28   61.44  0.00097  0.00192  0.00037  0.00187  1032.51  1086.17  1032.94   986.79  1078.10  1031.69   978.79  1031.40
Mark_70         2460459.30045   0.00292   0.00192   -8.19   25.90  0.00280  0.00193 -0.00082  0.00188  1032.15  1086.20  1032.53   986.78  1077.87  1031.96   978.52  1031.66
Mark_70         2460459.30068   0.00192   0.00193  -10.88   61.44  0.00178  0.00193 -0.00071  0.00189  1032.38  1086.17  1032.84   986.77  1078.13  1031.73   978.82  1031.40
Mark_70         2460459.30091   0.00400   0.00192    8.66   16.39  0.00382  0.00193  0.00119  0.00189  1031.08  1085.57  1031.41   986.23  1077.01  1031.36   977.65  1031.04
Mark_70         2460459.30115   0.00068   0.00193  -84.53   61.44 -0.00066  0.00193 -0.00013  0.00189  1032.31  1086.61  1032.69   987.22  1078.13  1032.21   978.78  1031.90
