#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_24B        2460829.32296   0.00292   0.00243  -46.22   61.44 -0.00012  0.00250 -0.00292  0.00243  1035.95  1084.47  1036.46   985.11  1083.47  1030.12   984.04  1029.72
Mark_24B        2460829.32319   0.00656   0.00246   -3.07   11.92  0.00652  0.00246 -0.00070  0.00240  1036.83  1084.37  1037.33   985.00  1084.42  1029.98   985.01  1029.57
Mark_24B        2460829.32343   0.00648   0.00248  -70.89   12.23 -0.00509  0.00251 -0.00401  0.00244  1036.57  1084.52  1037.10   985.16  1084.03  1030.01   984.58  1029.62
Mark_24B        2460829.32366   0.00683   0.00250  -85.29   11.56 -0.00674  0.00250 -0.00112  0.00244  1036.49  1084.45  1037.01   985.07  1083.93  1030.05   984.49  1029.63
Mark_24B        2460829.32389   0.00667   0.00246  -23.90   11.70  0.00448  0.00250 -0.00494  0.00244  1036.48  1084.45  1036.99   985.08  1083.89  1030.13   984.47  1029.73
Mark_24B        2460829.32412   0.00454   0.00247    1.00   19.45  0.00454  0.00247  0.00016  0.00241  1036.93  1084.18  1037.44   984.81  1084.30  1029.79   984.87  1029.37
Mark_24B        2460829.32435   0.00244   0.00242  -38.68   61.44  0.00053  0.00247 -0.00238  0.00242  1036.92  1085.19  1037.42   985.81  1084.39  1030.72   984.97  1030.32
Mark_24B        2460829.32459   0.00579   0.00244  -27.15   13.82  0.00338  0.00249 -0.00470  0.00242  1036.98  1085.02  1037.51   985.68  1084.39  1030.61   984.94  1030.21
Mark_24B        2460829.32483   0.00171   0.00246   -8.65   61.44  0.00163  0.00247 -0.00051  0.00243  1036.95  1085.02  1037.47   985.68  1084.46  1030.71   985.04  1030.31
Mark_24B        2460829.32506   0.00574   0.00243  -58.81   13.86 -0.00266  0.00248 -0.00509  0.00242  1036.14  1084.25  1036.66   984.89  1083.65  1029.87   984.20  1029.48
