#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_259        2460461.31764   0.00208   0.00213   17.13   61.44  0.00172  0.00214  0.00117  0.00209  1028.93  1085.32  1029.35   985.85  1075.23  1030.75   975.86  1030.45
Mark_259        2460461.31799   0.00335   0.00209   28.90   23.89  0.00178  0.00212  0.00283  0.00208  1028.34  1085.67  1028.68   986.26  1074.62  1031.12   975.23  1030.88
Mark_259        2460461.31833   0.00563   0.00208   48.39   11.66 -0.00066  0.00212  0.00559  0.00208  1028.59  1085.73  1028.95   986.31  1074.82  1031.23   975.37  1030.96
Mark_259        2460461.31868   0.00159   0.00212  -68.23   61.44 -0.00115  0.00213 -0.00109  0.00210  1028.75  1085.60  1029.11   986.19  1075.09  1031.01   975.69  1030.76
Mark_259        2460461.31903   0.00452   0.00211  -12.78   15.70  0.00408  0.00211 -0.00195  0.00207  1028.86  1085.66  1029.22   986.25  1075.13  1031.13   975.73  1030.88
Mark_259        2460461.31939   0.00372   0.00208   27.44   20.15  0.00214  0.00210  0.00305  0.00206  1028.49  1086.07  1028.83   986.64  1074.75  1031.50   975.36  1031.26
Mark_259        2460461.31973   0.00368   0.00209   25.26   20.72  0.00234  0.00212  0.00284  0.00208  1028.74  1085.55  1029.09   986.15  1075.14  1031.05   975.75  1030.81
Mark_259        2460461.32008   0.00364   0.00208   48.63   20.85 -0.00046  0.00211  0.00361  0.00208  1028.55  1085.76  1028.94   986.36  1074.84  1031.28   975.38  1031.00
Mark_259        2460461.32043   0.00479   0.00212   65.88   14.68 -0.00319  0.00214  0.00357  0.00210  1028.49  1085.56  1028.90   986.17  1074.91  1031.06   975.47  1030.78
Mark_259        2460461.32084   0.00126   0.00209  -66.51   61.44 -0.00086  0.00211 -0.00092  0.00208  1028.71  1085.52  1029.07   986.12  1074.93  1031.06   975.49  1030.81
Mark_259        2460461.32119   0.00331   0.00214   82.43   25.09 -0.00320  0.00214  0.00087  0.00210  1028.82  1085.66  1029.24   986.26  1075.20  1031.19   975.80  1030.92
