#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_119        2460460.43538   0.00419   0.00218  -12.90   18.18  0.00378  0.00218 -0.00183  0.00215  1032.11  1083.15  1032.51   983.60  1079.87  1028.48   980.41  1028.19
Mark_119        2460460.43573   0.00234   0.00221   65.89   61.44 -0.00156  0.00224  0.00175  0.00218  1032.24  1082.85  1032.59   983.27  1080.08  1027.98   980.64  1027.74
Mark_119        2460460.43609   0.00454   0.00221   25.09   16.63  0.00291  0.00224  0.00349  0.00219  1032.66  1083.66  1033.04   984.10  1080.60  1028.65   981.17  1028.45
Mark_119        2460460.43644   0.00806   0.00220   26.73    8.24  0.00480  0.00223  0.00648  0.00218  1031.75  1082.69  1032.11   983.09  1079.81  1027.72   980.41  1027.47
Mark_119        2460460.43677   0.00359   0.00218  -23.00   22.75  0.00249  0.00220 -0.00258  0.00215  1032.04  1083.12  1032.34   983.68  1079.96  1028.21   980.49  1027.95
Mark_119        2460460.43712   0.00505   0.00219   10.02   14.30  0.00475  0.00220  0.00173  0.00215  1031.83  1082.37  1032.05   982.86  1079.71  1027.44   980.29  1027.17
Mark_119        2460460.43747   0.00369   0.00220   -2.22   22.27  0.00368  0.00220 -0.00029  0.00215  1032.50  1082.46  1032.80   982.93  1080.35  1027.66   980.91  1027.46
Mark_119        2460460.43782   0.00125   0.00220  -11.87   61.44  0.00114  0.00221 -0.00050  0.00216  1031.36  1082.74  1031.74   983.21  1079.48  1027.74   980.04  1027.48
Mark_119        2460460.43819   0.00363   0.00222    0.84   23.00  0.00363  0.00222  0.00011  0.00217  1031.06  1082.68  1031.31   983.17  1078.89  1028.05   979.42  1027.80
Mark_119        2460460.43854   0.00453   0.00220   13.60   16.60  0.00403  0.00221  0.00207  0.00215  1031.93  1082.11  1032.24   982.58  1079.90  1027.30   980.44  1027.02
Mark_119        2460460.43889   0.00608   0.00220    3.55   11.42  0.00604  0.00220  0.00075  0.00215  1031.44  1082.48  1031.74   982.94  1079.13  1027.53   979.61  1027.37
