#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_236        2460459.34147   0.00507   0.00212  -11.27   13.67  0.00468  0.00213 -0.00194  0.00209  1031.20  1083.90  1031.60   984.53  1076.84  1029.40   977.45  1029.03
Mark_236        2460459.34179   0.00089   0.00213   -2.30   61.44  0.00089  0.00213 -0.00007  0.00209  1031.26  1083.43  1031.65   983.98  1077.22  1028.88   977.87  1028.57
Mark_236        2460459.34212   0.00529   0.00211  -22.44   12.85  0.00375  0.00213 -0.00373  0.00209  1031.37  1083.77  1031.73   984.38  1076.95  1029.05   977.62  1028.75
Mark_236        2460459.34244   0.00242   0.00210  -27.46   61.44  0.00139  0.00214 -0.00198  0.00208  1030.45  1084.51  1030.82   985.14  1076.72  1029.90   977.34  1029.64
Mark_236        2460459.34277   0.00375   0.00214   -4.44   20.78  0.00370  0.00214 -0.00058  0.00210  1030.40  1083.84  1030.76   984.44  1076.27  1029.46   976.84  1029.19
Mark_236        2460459.34309   0.00826   0.00214    7.05    7.76  0.00801  0.00214  0.00201  0.00210  1030.00  1083.77  1030.45   984.39  1076.15  1029.31   976.82  1029.02
Mark_236        2460459.34341   0.00669   0.00215   -4.18    9.93  0.00662  0.00215 -0.00097  0.00211  1030.51  1083.27  1030.95   983.84  1076.43  1028.67   977.06  1028.35
Mark_236        2460459.34374   0.00435   0.00215   -9.64   16.99  0.00410  0.00215 -0.00144  0.00211  1030.16  1082.80  1030.51   983.44  1076.46  1028.50   977.05  1028.15
Mark_236        2460459.34441   0.00623   0.00212  -21.69   10.59  0.00453  0.00214 -0.00428  0.00209  1030.10  1083.91  1030.54   984.48  1076.10  1029.24   976.76  1028.99
Mark_236        2460459.34473   0.00291   0.00213   10.49   61.44  0.00272  0.00214  0.00104  0.00209  1029.93  1083.72  1030.34   984.32  1076.00  1029.31   976.62  1029.02
