#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_74         2460459.39373   0.00436   0.00258   -1.76   21.90  0.00435  0.00258 -0.00027  0.00249  1029.28  1078.97  1029.66   979.43  1075.34  1024.18   975.89  1023.90
Mark_74         2460459.39399   0.00321   0.00241  -13.19   61.44  0.00287  0.00242 -0.00142  0.00237  1029.05  1078.16  1029.36   978.64  1074.94  1023.73   975.50  1023.37
Mark_74         2460459.39424   0.00401   0.00238   -9.20   22.03  0.00381  0.00239 -0.00127  0.00234  1028.04  1077.42  1028.46   977.95  1074.09  1022.68   974.55  1022.44
Mark_74         2460459.39450   0.00633   0.00243  -26.35   12.28  0.00383  0.00247 -0.00503  0.00241  1030.66  1082.39  1031.10   982.89  1076.57  1027.89   977.13  1027.60
Mark_74         2460459.39476   0.00383   0.00253  -42.56   26.01  0.00033  0.00260 -0.00381  0.00253  1029.90  1081.55  1030.32   982.11  1075.68  1027.08   976.31  1026.72
Mark_74         2460459.39501   0.00769   0.00246   -8.13    9.86  0.00739  0.00247 -0.00215  0.00240  1028.50  1080.60  1028.83   981.16  1074.43  1025.99   974.98  1025.74
Mark_74         2460459.39527   0.00317   0.00242   -7.52   61.44  0.00306  0.00243 -0.00082  0.00236  1030.56  1082.28  1030.93   982.86  1076.73  1027.78   977.40  1027.37
Mark_74         2460459.39552   0.00412   0.00234   25.91   20.68  0.00255  0.00238  0.00324  0.00231  1030.25  1081.78  1030.64   982.31  1076.45  1027.19   977.04  1026.92
Mark_74         2460459.39583   0.00175   0.00247  -10.26   61.44  0.00164  0.00248 -0.00062  0.00242  1030.36  1082.37  1030.75   982.93  1076.52  1027.95   977.13  1027.66
Mark_74         2460459.39609   0.00422   0.00242   22.30   20.94  0.00301  0.00245  0.00297  0.00238  1029.46  1081.26  1029.90   981.78  1075.81  1026.83   976.42  1026.46
Mark_74         2460459.39634   0.00424   0.00248    7.18   21.53  0.00411  0.00248  0.00105  0.00242  1028.76  1080.72  1029.16   981.24  1074.68  1026.14   975.36  1025.80
