#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_118        2460461.40227   0.00524   0.00199   58.72   12.12 -0.00241  0.00204  0.00465  0.00198  1028.69  1080.31  1029.05   980.83  1075.03  1025.71   975.57  1025.40
Mark_118        2460461.40262   0.00347   0.00205   10.91   21.87  0.00322  0.00206  0.00129  0.00201  1029.08  1080.37  1029.45   980.89  1075.29  1025.80   975.84  1025.51
Mark_118        2460461.40296   0.00255   0.00205   -7.37   61.44  0.00247  0.00206 -0.00065  0.00201  1029.85  1080.71  1030.23   981.26  1075.99  1026.06   976.54  1025.80
Mark_118        2460461.40331   0.00151   0.00202   64.24   61.44 -0.00094  0.00205  0.00118  0.00200  1028.12  1080.11  1028.52   980.61  1074.37  1025.44   974.88  1025.24
Mark_118        2460461.40366   0.00436   0.00201   33.96   15.50  0.00164  0.00206  0.00404  0.00200  1028.21  1080.22  1028.55   980.75  1074.39  1025.60   974.96  1025.30
Mark_118        2460461.40400   0.00595   0.00206   11.28   10.84  0.00549  0.00207  0.00228  0.00201  1028.28  1079.99  1028.70   980.52  1074.51  1025.38   975.11  1025.09
Mark_118        2460461.40435   0.00113   0.00204   74.54   61.44 -0.00097  0.00205  0.00058  0.00201  1028.17  1080.60  1028.58   981.13  1074.45  1025.99   975.00  1025.74
Mark_118        2460461.40470   0.00322   0.00206    5.24   24.78  0.00317  0.00206  0.00059  0.00201  1028.17  1080.03  1028.51   980.53  1074.43  1025.45   974.96  1025.16
Mark_118        2460461.40523   0.00190   0.00208   -8.90   61.44  0.00181  0.00208 -0.00058  0.00203  1028.36  1080.10  1028.65   980.57  1074.64  1025.50   975.20  1025.25
Mark_118        2460461.40558   0.00123   0.00206  -86.90   61.44 -0.00123  0.00206 -0.00013  0.00201  1028.49  1079.67  1028.82   980.17  1074.71  1025.08   975.33  1024.78
Mark_118        2460461.40593   0.00056   0.00207   -9.24   61.44  0.00053  0.00208 -0.00018  0.00202  1029.27  1080.55  1029.58   981.13  1075.44  1025.94   975.97  1025.69
