#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_256        2460432.34270   0.00716   0.00201   77.35    8.52 -0.00647  0.00202  0.00306  0.00197  1032.66  1078.02  1033.33   978.45  1079.13  1023.44   979.76  1022.89
Mark_256        2460432.34292   0.00414   0.00200   40.66   16.47  0.00062  0.00206  0.00409  0.00200  1031.75  1077.11  1032.39   977.57  1078.52  1022.44   979.21  1021.86
Mark_256        2460432.34314   0.00476   0.00205   19.37   14.15  0.00371  0.00207  0.00298  0.00201  1031.48  1076.76  1032.02   977.32  1078.45  1022.25   979.06  1021.68
Mark_256        2460432.34336   0.00752   0.00206   -4.68    8.27  0.00742  0.00206 -0.00122  0.00201  1030.50  1078.45  1031.16   978.93  1077.07  1023.95   977.66  1023.46
Mark_256        2460432.34358   0.01012   0.00204   24.17    5.94  0.00673  0.00207  0.00756  0.00202  1029.45  1077.36  1030.08   977.87  1076.13  1023.18   976.76  1022.63
Mark_256        2460432.34380   0.00258   0.00207   85.03   61.44 -0.00254  0.00207  0.00045  0.00203  1029.32  1079.92  1029.87   980.49  1075.85  1025.42   976.43  1024.88
Mark_256        2460432.34402   0.00368   0.00204  -29.91   19.94  0.00185  0.00207 -0.00318  0.00203  1028.88  1079.57  1029.40   980.13  1075.47  1025.12   976.07  1024.57
Mark_256        2460432.34424   0.00192   0.00206   25.87   61.44  0.00119  0.00208  0.00151  0.00204  1028.00  1079.28  1028.59   979.81  1074.63  1024.81   975.27  1024.31
Mark_256        2460432.34446   0.00379   0.00211   55.12   20.07 -0.00131  0.00214  0.00356  0.00210  1027.85  1081.26  1028.40   981.81  1074.19  1026.86   974.78  1026.33
Mark_256        2460432.34468   0.00302   0.00219   -0.36   61.44  0.00302  0.00219 -0.00004  0.00215  1029.82  1080.99  1030.42   981.57  1076.58  1026.44   977.24  1025.96
