#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_277        2460432.33485   0.00330   0.00269   25.64   61.44  0.00206  0.00272  0.00257  0.00266  1030.13  1079.51  1031.06   979.89  1076.92  1024.91   977.07  1024.88
Mark_277        2460432.33534   0.00392   0.00253   71.39   25.04 -0.00312  0.00255  0.00237  0.00250  1030.76  1078.02  1031.21   978.50  1077.19  1023.61   977.42  1023.80
Mark_277        2460432.33590   0.00660   0.00230  -11.18   10.93  0.00610  0.00231 -0.00251  0.00225  1030.69  1078.87  1031.50   978.98  1077.36  1023.68   978.00  1023.54
Mark_277        2460432.33612   0.00366   0.00220   18.67   22.43  0.00291  0.00222  0.00222  0.00217  1030.08  1079.17  1030.42   979.56  1076.05  1024.70   976.91  1024.34
Mark_277        2460432.33669   0.00524   0.00179    6.08   10.62  0.00513  0.00179  0.00110  0.00175  1030.12  1077.69  1030.64   978.24  1076.37  1023.80   977.05  1023.16
Mark_277        2460432.33726   0.00363   0.00180   -3.47   17.10  0.00361  0.00180 -0.00044  0.00176  1030.95  1078.67  1031.23   979.51  1077.25  1024.19   977.50  1024.25
Mark_277        2460432.33782   0.00476   0.00179   -6.40   11.92  0.00464  0.00179 -0.00105  0.00175  1029.98  1079.82  1030.57   980.38  1076.19  1025.30   976.87  1025.17
Mark_277        2460432.33804   0.00848   0.00187   -9.62    6.54  0.00801  0.00188 -0.00279  0.00183  1030.32  1079.01  1031.24   979.10  1077.25  1024.16   977.49  1024.19
Mark_277        2460432.33861   0.00601   0.00194  -14.19    9.96  0.00528  0.00195 -0.00285  0.00191  1029.44  1077.27  1030.15   978.01  1076.37  1022.86   976.66  1023.01
Mark_277        2460432.33918   0.00123   0.00178   22.66   61.44  0.00087  0.00180  0.00088  0.00175  1030.45  1078.86  1031.04   979.59  1076.28  1025.02   977.16  1024.27
