#Filename  optimal_apeture
14_Mark_18_00_R_6.00_2024_04_25-22_16_50.fits   10.5
14_Mark_18_01_R_6.00_2024_04_25-22_17_06.fits   10.5
14_Mark_18_02_R_6.00_2024_04_25-22_17_23.fits   11.0
14_Mark_18_03_R_6.00_2024_04_25-22_17_39.fits   11.0
14_Mark_18_04_R_6.00_2024_04_25-22_17_55.fits   11.5
14_Mark_18_05_R_6.00_2024_04_25-22_18_11.fits   11.0
14_Mark_18_06_R_6.00_2024_04_25-22_18_27.fits   11.0
14_Mark_18_07_R_6.00_2024_04_25-22_18_43.fits   11.5
