#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_26         2460829.35424   0.00584   0.00077  -18.13    3.80  0.00471  0.00077 -0.00345  0.00075  1037.76  1081.40  1038.12   982.79  1086.19  1027.30   987.57  1026.93
Mark_26         2460829.35481   0.00717   0.00077  -11.78    3.10  0.00657  0.00077 -0.00287  0.00076  1037.87  1081.01  1038.39   982.50  1086.40  1026.94   987.85  1026.49
Mark_26         2460829.35539   0.00779   0.00076  -20.66    2.82  0.00585  0.00077 -0.00515  0.00075  1038.03  1081.19  1038.54   982.70  1086.56  1026.98   987.98  1026.52
Mark_26         2460829.35597   0.00659   0.00077  -18.63    3.36  0.00524  0.00077 -0.00399  0.00075  1037.95  1081.08  1038.29   982.71  1086.37  1027.02   987.74  1026.65
Mark_26         2460829.35655   0.00574   0.00077  -18.63    3.87  0.00457  0.00077 -0.00348  0.00076  1037.84  1081.01  1038.36   982.52  1086.38  1026.88   987.74  1026.45
Mark_26         2460829.35713   0.00693   0.00077  -17.58    3.19  0.00567  0.00077 -0.00399  0.00076  1036.82  1081.15  1037.32   982.63  1085.48  1026.97   986.90  1026.51
Mark_26         2460829.35771   0.00616   0.00077  -14.01    3.61  0.00543  0.00077 -0.00289  0.00076  1037.53  1081.33  1037.93   982.78  1085.95  1027.13   987.35  1026.71
Mark_26         2460829.35829   0.00579   0.00077  -10.75    3.86  0.00539  0.00077 -0.00212  0.00076  1037.72  1081.11  1038.23   982.62  1086.20  1026.77   987.57  1026.30
Mark_26         2460829.35887   0.00646   0.00077  -16.82    3.44  0.00538  0.00077 -0.00358  0.00076  1037.41  1081.17  1038.00   982.51  1085.99  1026.96   987.43  1026.48
Mark_26         2460829.35944   0.00539   0.00077  -19.04    4.13  0.00424  0.00077 -0.00332  0.00076  1037.13  1080.97  1037.68   982.48  1085.41  1026.79   986.85  1026.25
