#Name   JD    P[%]   sP[%]    PA[deg]  sPA[deg]   q        sq       u        su
Mark_26         2460829.35684   0.87   0.02  -14.19    0.77  0.00769  0.00021 -0.00416  0.00030
Mark_76         2460830.36228   1.89   0.09  -24.47    1.35  0.01244  0.00087 -0.01428  0.00091
Mark_81         2460830.38151   0.94   0.08  -26.17    2.58  0.00575  0.00081 -0.00745  0.00086
