#Filename  optimal_apeture
55_BD+28.4211_01_R_7.00_2024_05_29-01_38_52.fits   15.0
55_BD+28.4211_02_R_7.00_2024_05_29-01_39_09.fits   14.0
55_BD+28.4211_03_R_7.00_2024_05_29-01_39_26.fits   15.0
55_BD+28.4211_04_R_7.00_2024_05_29-01_39_43.fits   14.0
55_BD+28.4211_05_R_7.00_2024_05_29-01_40_00.fits   14.0
55_BD+28.4211_06_R_7.00_2024_05_29-01_40_17.fits   14.0
55_BD+28.4211_07_R_7.00_2024_05_29-01_40_34.fits   15.0
55_BD+28.4211_08_R_7.00_2024_05_29-01_40_51.fits   14.0
55_BD+28.4211_09_R_7.00_2024_05_29-01_41_08.fits   14.0
