# CygOB2_14
# 2460835.56941
# apert     q         sq           u           su         PD          sPD        EVPA        sEVPA       x0     y0    x1       y1      x2     y2     x3      y3
11.0    -0.03009     0.00151    -0.00194     0.00147     0.03015     0.00151   -88.15975     1.43947 1035.99 1075.65 1036.53  976.35 1084.91 1021.53  985.64 1021.08
12.0    -0.03018     0.00154    -0.00222     0.00150     0.03026     0.00154   -87.90007     1.45894 1035.99 1075.65 1036.53  976.35 1084.91 1021.53  985.64 1021.08
13.0    -0.03030     0.00157    -0.00249     0.00152     0.03041     0.00157   -87.65482     1.48061 1035.99 1075.65 1036.53  976.35 1084.91 1021.53  985.64 1021.08
14.0    -0.03020     0.00160    -0.00244     0.00156     0.03030     0.00160   -87.69476     1.51919 1035.99 1075.65 1036.53  976.35 1084.91 1021.53  985.64 1021.08
15.0    -0.03014     0.00164    -0.00241     0.00160     0.03024     0.00164   -87.71794     1.56059 1035.99 1075.65 1036.53  976.35 1084.91 1021.53  985.64 1021.08
16.0    -0.02990     0.00169    -0.00266     0.00164     0.03002     0.00169   -87.45908     1.61543 1035.99 1075.65 1036.53  976.35 1084.91 1021.53  985.64 1021.08
17.0    -0.02978     0.00174    -0.00342     0.00169     0.02998     0.00174   -86.72661     1.66676 1035.99 1075.65 1036.53  976.35 1084.91 1021.53  985.64 1021.08
