#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_53         2460461.42067   0.00345   0.00230  -44.71   26.35  0.00004  0.00236 -0.00345  0.00230  1035.18  1083.42  1035.50   984.01  1081.05  1028.79   981.65  1028.48
Mark_53         2460461.42109   0.00729   0.00299  -29.36   13.30  0.00378  0.00304 -0.00623  0.00297  1035.13  1082.95  1035.52   983.49  1081.12  1028.24   981.77  1027.99
Mark_53         2460461.42150   0.00619   0.00271  -37.57   14.46  0.00159  0.00278 -0.00598  0.00270  1035.59  1082.47  1035.97   983.09  1081.58  1027.91   982.29  1027.61
Mark_53         2460461.42192   0.00342   0.00224    4.28   25.64  0.00338  0.00224  0.00051  0.00216  1035.89  1082.10  1036.23   982.66  1081.95  1027.47   982.59  1027.27
Mark_53         2460461.42234   0.00462   0.00223    2.18   16.45  0.00461  0.00223  0.00035  0.00216  1036.48  1082.00  1036.82   982.57  1082.45  1027.43   983.03  1027.13
Mark_53         2460461.42295   0.00390   0.00223  -20.19   20.85  0.00297  0.00225 -0.00252  0.00219  1035.57  1083.40  1035.94   983.98  1081.71  1028.77   982.42  1028.47
Mark_53         2460461.42337   0.00350   0.00222  -16.77   24.43  0.00292  0.00224 -0.00193  0.00218  1036.48  1083.65  1036.80   984.25  1082.60  1029.08   983.27  1028.78
Mark_53         2460461.42378   0.00340   0.00221   19.71   25.45  0.00262  0.00224  0.00216  0.00218  1036.40  1083.66  1036.74   984.27  1082.39  1029.08   983.11  1028.77
Mark_53         2460461.42422   0.00619   0.00221  -18.35   11.23  0.00496  0.00224 -0.00370  0.00216  1036.91  1083.25  1037.28   983.81  1083.09  1028.62   983.71  1028.39
Mark_53         2460461.42464   0.00443   0.00217  -33.47   16.81  0.00174  0.00223 -0.00408  0.00216  1036.25  1083.46  1036.57   984.08  1082.43  1028.90   983.04  1028.62
Mark_53         2460461.42506   0.00530   0.00222  -20.59   13.69  0.00399  0.00225 -0.00349  0.00219  1036.54  1083.66  1036.91   984.29  1082.67  1029.06   983.34  1028.74
