#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_47         2460461.31236   0.00346   0.00221   46.54   24.62 -0.00019  0.00227  0.00345  0.00221  1031.12  1082.08  1031.41   982.58  1077.44  1027.55   978.08  1027.32
Mark_47         2460461.31271   0.00223   0.00223  -28.04   61.44  0.00124  0.00226 -0.00185  0.00221  1030.64  1082.71  1030.96   983.28  1077.05  1028.25   977.70  1027.98
Mark_47         2460461.31306   0.00792   0.00228   -5.17    8.73  0.00779  0.00228 -0.00142  0.00221  1030.64  1082.54  1030.99   983.11  1076.95  1028.02   977.58  1027.76
Mark_47         2460461.31340   0.00404   0.00223  -25.95   19.90  0.00249  0.00226 -0.00318  0.00221  1031.26  1083.31  1031.60   983.87  1077.51  1028.82   978.23  1028.52
Mark_47         2460461.31375   0.00194   0.00224   22.12   61.44  0.00139  0.00227  0.00136  0.00221  1031.64  1082.60  1032.02   983.18  1078.02  1028.08   978.68  1027.82
Mark_47         2460461.31410   0.00509   0.00225  -18.15   14.60  0.00410  0.00227 -0.00302  0.00220  1031.59  1082.47  1032.00   982.94  1077.97  1027.85   978.66  1027.59
Mark_47         2460461.31444   0.00270   0.00221   34.54   61.44  0.00096  0.00227  0.00253  0.00220  1030.97  1082.23  1031.37   982.76  1077.37  1027.65   977.94  1027.42
Mark_47         2460461.31479   0.00615   0.00226    7.16   11.64  0.00596  0.00227  0.00152  0.00220  1030.90  1082.85  1031.25   983.44  1077.39  1028.41   978.02  1028.11
Mark_47         2460461.31517   0.00243   0.00225  -13.14   61.44  0.00217  0.00226 -0.00107  0.00220  1032.00  1082.48  1032.40   982.95  1078.41  1027.83   979.05  1027.54
Mark_47         2460461.31552   0.00374   0.00226   -7.77   22.63  0.00360  0.00226 -0.00100  0.00220  1032.41  1082.21  1032.73   982.73  1078.71  1027.54   979.43  1027.31
Mark_47         2460461.31587   0.00492   0.00223   23.98   15.10  0.00330  0.00226  0.00365  0.00220  1031.93  1082.80  1032.29   983.35  1078.30  1028.20   978.96  1027.93
