#Name   JD    P   sP    PA[deg]  sPA[deg]   q        sq       u        su   x0    y0    x1   y1   x2    y2    x3    y3
Mark_44         2460438.44095   0.00367   0.00255   16.39   28.19  0.00309  0.00257  0.00199  0.00251  1030.50  1081.88  1031.16   982.43  1076.70  1027.11   977.29  1026.53
Mark_44         2460438.44122   0.00522   0.00256   17.73   16.85  0.00425  0.00258  0.00303  0.00252  1031.20  1081.89  1031.80   982.52  1077.45  1027.21   978.11  1026.65
Mark_44         2460438.44148   0.00224   0.00258  -23.40   61.44  0.00153  0.00261 -0.00163  0.00255  1031.55  1082.33  1032.16   982.88  1077.58  1027.87   978.17  1027.36
Mark_44         2460438.44175   0.00552   0.00256   -5.91   15.55  0.00541  0.00256 -0.00113  0.00250  1031.40  1081.82  1031.94   982.44  1077.46  1027.19   978.03  1026.64
Mark_44         2460438.44201   0.00131   0.00253  -39.74   61.44  0.00024  0.00259 -0.00129  0.00253  1031.35  1081.90  1031.93   982.50  1077.52  1027.23   978.21  1026.60
Mark_44         2460438.44228   0.00426   0.00255  -29.72   22.32  0.00216  0.00259 -0.00367  0.00253  1030.97  1082.18  1031.56   982.75  1077.25  1027.48   977.84  1026.98
Mark_44         2460438.44255   0.00222   0.00254   61.96   61.44 -0.00124  0.00258  0.00184  0.00252  1030.64  1082.38  1031.30   982.92  1076.84  1027.89   977.39  1027.38
Mark_44         2460438.44281   0.00224   0.00254   14.76   61.44  0.00195  0.00256  0.00110  0.00250  1030.96  1081.96  1031.56   982.47  1077.07  1027.47   977.66  1026.91
Mark_44         2460438.44308   0.00390   0.00257    0.85   25.87  0.00390  0.00257  0.00012  0.00251  1030.15  1081.97  1030.74   982.49  1076.45  1027.45   976.98  1026.84
Mark_44         2460438.44359   0.00597   0.00255    1.11   13.99  0.00596  0.00255  0.00023  0.00250  1031.15  1082.16  1031.77   982.70  1077.29  1027.37   977.90  1026.82
Mark_44         2460438.44385   0.00265   0.00251  -32.79   61.44  0.00110  0.00256 -0.00242  0.00249  1031.10  1081.76  1031.71   982.33  1077.34  1027.10   977.91  1026.54
Mark_44         2460438.44412   0.00177   0.00256   76.36   61.44 -0.00157  0.00257  0.00081  0.00251  1031.04  1081.83  1031.66   982.41  1077.15  1027.11   977.74  1026.55
Mark_44         2460438.44439   0.00099   0.00253   62.65   61.44 -0.00057  0.00258  0.00081  0.00251  1031.42  1081.58  1031.99   982.13  1077.61  1026.99   978.22  1026.52
Mark_44         2460438.44465   0.00074   0.00252  -43.26   61.44  0.00004  0.00258 -0.00074  0.00252  1030.94  1082.35  1031.53   982.91  1077.00  1027.84   977.55  1027.32
Mark_44         2460438.44492   0.00156   0.00259    4.46   61.44  0.00154  0.00260  0.00024  0.00253  1031.35  1082.10  1031.95   982.66  1077.48  1027.58   978.10  1026.98
Mark_44         2460438.44519   0.00316   0.00261   10.04   61.44  0.00297  0.00262  0.00109  0.00256  1031.03  1081.31  1031.59   981.84  1077.27  1026.59   977.84  1026.09
Mark_44         2460438.44545   0.00209   0.00257   30.95   61.44  0.00098  0.00261  0.00184  0.00256  1031.40  1082.47  1032.09   983.07  1077.51  1027.93   978.04  1027.45
Mark_44         2460438.44572   0.00486   0.00262   -0.84   19.17  0.00486  0.00262 -0.00014  0.00256  1031.43  1082.21  1032.00   982.77  1077.59  1027.52   978.22  1026.94
