#Filename  optimal_apeture
27_Mark_230_00_R_18.00_2024_05_29-20_54_53.fits   10.0
27_Mark_230_01_R_18.00_2024_05_29-20_55_21.fits   9.5
27_Mark_230_02_R_18.00_2024_05_29-20_55_49.fits   9.5
27_Mark_230_03_R_18.00_2024_05_29-20_56_17.fits   10.0
27_Mark_230_04_R_18.00_2024_05_29-20_56_45.fits   9.0
27_Mark_230_05_R_18.00_2024_05_29-20_57_13.fits   9.5
27_Mark_230_06_R_18.00_2024_05_29-20_57_41.fits   10.0
27_Mark_230_07_R_18.00_2024_05_29-20_58_09.fits   10.0
